Time (Seconds),r_shoulder_top_x,r_shoulder_top_y,r_shoulder_top_z,r_elbow_out_x,r_elbow_out_y,r_elbow_out_z,r_wrist_out_x,r_wrist_out_y,r_wrist_out_z
4.817,783.045105,1349.228149,1520.771484,646.483093,983.770752,1552.24939,517.319641,895.423096,1684.629028
4.825,781.901062,1349.983154,1523.587036,635.554016,988.979736,1561.814697,508.374451,911.281372,1704.529419
4.833,780.770996,1350.962524,1526.411255,624.17804,994.128906,1571.109253,499.375793,928.578613,1722.618286
4.842,779.448059,1352.336304,1529.28833,612.566833,1000.973938,1580.621948,490.24353,946.795654,1739.547485
4.85,777.92218,1353.980225,1532.197266,601.076721,1008.627197,1590.094238,481.044006,966.114014,1754.496338
4.858,776.227722,1355.888672,1535.150635,589.778015,1017.273438,1598.547485,471.960815,986.056213,1768.104736
4.867,774.457886,1358.074341,1538.166382,578.634216,1026.121216,1606.260376,462.719177,1006.489868,1779.465698
4.875,772.726807,1360.38147,1541.24585,567.618347,1035.43811,1614.244507,453.365997,1027.429565,1789.575195
4.883,771.158936,1362.819458,1544.516113,556.687439,1045.162476,1621.888916,444.024689,1048.865845,1798.746948
4.892,769.645691,1365.310791,1547.939819,546.028503,1055.219482,1629.039673,434.595947,1070.319092,1806.380371
4.9,768.09259,1367.749756,1551.552368,535.561401,1066.023071,1635.184692,425.18927,1092.011475,1812.910156
4.908,766.371826,1370.249146,1555.256714,524.857849,1077.440186,1641.692383,415.817108,1113.802856,1818.393799
4.917,764.460205,1372.83374,1559.144409,514.352478,1089.356934,1647.501465,406.607544,1135.677979,1822.656616
4.925,762.329041,1375.366333,1563.22644,503.967407,1101.776611,1652.749634,397.320679,1157.655518,1825.721069
4.933,760.107483,1377.832764,1567.451782,493.83606,1114.362305,1657.166748,387.90332,1179.251221,1829.650513
4.942,757.701477,1380.346558,1571.7854,483.884338,1126.93689,1661.213257,379.072357,1200.62085,1831.469116
4.95,755.09082,1382.847534,1576.217407,474.219666,1138.999756,1665.278564,370.776276,1221.825195,1832.58313
4.958,752.298767,1385.227051,1580.709839,464.936462,1151.386475,1669.234619,362.30072,1242.714722,1833.229736
4.967,749.369507,1387.43396,1585.219727,455.980377,1163.962891,1673.14563,354.402344,1263.400757,1833.192627
4.975,746.387512,1389.359497,1589.929932,447.553192,1175.92627,1677.573242,347.225189,1283.531128,1830.862183
4.983,743.589355,1391.171753,1594.525635,437.321594,1186.009521,1689.253784,340.244934,1303.928101,1825.776978
4.992,740.992737,1392.74292,1599.090576,430.148804,1197.641846,1692.427612,334.87027,1323.671265,1820.147705
5,738.472656,1394.108154,1603.716919,423.746979,1209.226318,1694.344482,328.774872,1342.056396,1817.675659
5.008,735.94751,1395.242798,1608.405029,416.837158,1219.619507,1696.826172,323.318054,1359.494873,1816.202881
5.017,733.330566,1396.28418,1613.128174,410.6875,1230.09314,1699.209473,318.347839,1376.271118,1812.397217
5.025,730.541504,1397.194824,1617.913574,404.341614,1239.343384,1701.599487,313.786224,1392.176025,1809.000488
5.033,727.48822,1398.003052,1622.766235,398.155273,1248.088989,1707.162354,309.10498,1406.345215,1809.201538
5.042,724.106873,1398.772095,1627.692017,392.410278,1255.979736,1710.558716,305.07196,1419.696411,1807.056396
5.05,720.445007,1399.502808,1632.639282,387.991943,1263.822754,1713.720947,301.82254,1432.99353,1802.80896
5.058,716.597717,1400.08667,1637.483887,382.822998,1271.83252,1715.64917,299.174042,1445.475098,1798.727783
5.067,712.67511,1400.604736,1642.298706,377.409027,1279.298462,1717.464844,296.506805,1457.222778,1795.391235
5.075,708.675659,1400.876709,1646.950195,372.18515,1286.142944,1719.489258,294.150635,1468.118286,1792.055664
5.083,704.698608,1401.013672,1651.486206,366.929474,1292.602417,1721.060669,292.260254,1478.283203,1788.479736
5.092,700.728821,1401.001831,1655.935059,361.676239,1298.731934,1722.593262,290.448181,1487.656006,1784.658447
5.1,696.794189,1400.864624,1660.210205,356.474854,1304.542114,1723.606445,288.81308,1496.597412,1781.868652
5.108,692.882446,1400.603882,1664.382324,351.25,1309.65271,1724.6604,287.555847,1504.558105,1778.303589
5.117,688.983215,1400.287598,1668.335327,346.089722,1314.999268,1727.445068,286.244751,1512.143311,1775.706421
5.125,685.039062,1399.915161,1672.15918,340.793732,1318.776123,1727.611328,285.376801,1518.47583,1772.357422
5.133,681.033691,1399.530396,1675.909302,335.737579,1322.893799,1728.995605,284.175598,1524.279297,1770.19812
5.142,676.954834,1399.096924,1679.584595,330.674957,1325.880981,1728.859863,283.402649,1529.306885,1767.50769
5.15,672.79657,1398.619629,1683.118896,325.814758,1329.270142,1730.009277,282.379242,1533.531006,1765.657349
5.158,668.540955,1398.139038,1686.661133,320.839142,1331.180054,1729.874878,281.175659,1537.121094,1764.647827
5.167,664.253662,1397.628296,1690.114014,316.252594,1333.990845,1731.483765,279.532654,1539.689331,1763.447021
5.175,659.896423,1397.081177,1693.475708,311.463043,1334.379395,1728.572754,277.491333,1541.337158,1762.417725
5.183,655.527893,1396.591431,1696.786987,307.032593,1336.200806,1731.116577,274.689087,1542.573242,1763.406006
5.192,651.241028,1396.164185,1700.06189,302.329102,1336.123169,1730.334961,274.255951,1543.922485,1764.210205
5.2,647.060181,1395.930298,1703.267456,297.579407,1335.962158,1730.345459,271.284088,1543.909546,1764.04126
5.208,643.042725,1395.998047,1706.479248,292.70517,1334.539185,1729.286865,268.007385,1543.377563,1763.823975
5.217,639.147766,1396.320801,1709.572876,288.039825,1333.637329,1730.475098,264.197449,1542.145142,1763.542725
5.225,635.335571,1396.91333,1712.7854,283.119537,1331.379395,1729.711304,259.690918,1539.874878,1763.769775
5.233,631.459106,1397.692261,1716.001221,278.203705,1328.811523,1730.116577,254.968582,1536.959229,1764.816528
5.242,626.956848,1397.404541,1719.494385,273.289612,1325.779541,1730.033325,248.98703,1532.915649,1766.422119
5.25,621.851868,1396.40564,1723.207031,268.483063,1322.125122,1729.823486,242.571899,1528.544434,1768.927734
5.258,606.794739,1397.894043,1717.540894,263.716797,1318.23645,1730.328491,235.912827,1522.472046,1772.176392
5.267,601.91217,1399.790161,1720.63623,259.169861,1313.547363,1729.07666,228.485397,1515.713013,1776.139648
5.275,596.728149,1401.634277,1723.077148,256.894928,1308.61731,1726.738281,220.639236,1507.803589,1780.442627
5.283,591.726501,1403.068115,1726.041748,253.056976,1302.859619,1728.564087,212.770004,1498.910034,1783.852783
5.292,586.907349,1404.516479,1727.890381,250.486557,1295.957886,1726.546509,204.732574,1489.136108,1787.227417
5.3,582.336548,1405.857544,1730.147827,247.89534,1289.02478,1728.228149,194.861557,1476.942261,1801.090942
5.308,578.231445,1407.162231,1731.833008,246.057495,1280.466431,1727.358154,186.269257,1465.74585,1804.061279
5.317,574.274353,1408.188843,1732.981445,244.199509,1272.053345,1728.60083,177.785141,1452.587036,1807.299561
5.325,570.31134,1408.740601,1734.23584,243.351532,1262.092529,1727.382935,169.373886,1438.234253,1810.935791
5.333,566.542725,1409.292969,1735.452759,242.993729,1252.276245,1727.754517,161.22406,1423.123169,1813.158325
5.342,563.003662,1409.630249,1736.013672,242.898468,1241.384277,1727.362305,153.246887,1406.911255,1815.477295
5.35,559.139221,1410.169067,1736.204834,243.003662,1229.973389,1729.115112,145.63681,1389.641846,1817.630859
5.358,555.438721,1410.260376,1736.685425,243.127563,1218.18396,1730.837036,138.298203,1371.681641,1818.556152
5.367,551.459961,1410.336304,1736.495972,243.811874,1206.347046,1732.541382,131.726868,1352.696045,1818.85144
5.375,547.164917,1410.119629,1736.592896,250.710693,1198.281128,1719.266479,125.433891,1332.894531,1818.409546
5.383,543.120789,1410.007202,1737.003052,253.764755,1187.238281,1717.011475,120.056664,1312.109009,1818.125732
5.392,538.899719,1410.09021,1736.861572,256.881836,1176.088501,1717.36792,115.281097,1290.951416,1817.488159
5.4,534.806335,1409.986694,1737.139893,260.725983,1164.703979,1716.069214,111.332939,1268.899048,1815.097412
5.408,530.655823,1410.194336,1737.993896,265.300476,1153.703979,1714.253662,108.465942,1246.484863,1812.50354
5.417,526.994751,1410.225708,1738.849243,270.280243,1142.55249,1712.628174,106.518227,1223.39624,1808.150635
5.425,523.194702,1410.313477,1739.500244,275.805756,1131.85144,1711.211426,105.79184,1200.261108,1803.60022
5.433,519.442566,1410.249634,1740.982544,282.044159,1121.803345,1708.338135,106.144531,1177.357422,1797.829834
5.442,515.858337,1410.22583,1742.219604,288.634369,1112.105591,1705.560669,107.705421,1154.770752,1791.038208
5.45,511.927795,1410.327393,1743.192627,295.621216,1102.85498,1703.625244,108.478455,1128.985229,1790.45813
5.458,508.036133,1410.107056,1744.150879,302.933746,1094.960571,1699.428711,114.295197,1110.213501,1770.658081
5.467,504.30484,1410.077515,1745.213379,310.169006,1087.237061,1697.020874,117.616997,1089.406494,1763.760986
5.475,500.372223,1410.006226,1745.515259,317.289917,1080.742798,1693.213623,121.887115,1069.34729,1759.153442
5.483,496.773346,1409.704712,1746.255615,324.270447,1074.428345,1689.898682,128.031601,1051.070923,1746.356079
5.492,493.129761,1409.809692,1746.713745,330.997681,1068.998535,1686.062378,135.445877,1033.94458,1733.795288
5.5,489.521759,1409.656616,1747.211914,337.540955,1064.299194,1681.705322,143.269272,1017.833618,1720.030151
5.508,485.987885,1409.452637,1747.877441,343.949066,1060.103271,1677.767456,151.996841,1002.867554,1705.433716
5.517,482.311279,1409.453247,1747.644409,349.808929,1056.357056,1675.050781,161.628418,989.200317,1690.403687
5.525,478.670105,1409.087891,1748.272217,355.836914,1053.856812,1670.37085,172.09317,976.762329,1674.797974
5.533,474.889862,1408.955078,1748.049927,361.476532,1051.641235,1666.293213,183.542023,965.764526,1658.752319
5.542,471.182861,1408.872925,1748.547852,367.279663,1050.150391,1661.519043,196.057312,956.116028,1642.434326
5.55,467.278992,1408.941284,1748.30896,373.180115,1048.939575,1656.971802,209.414734,947.896301,1626.132202
5.558,463.437836,1408.871216,1748.886597,379.176849,1048.02478,1652.958008,223.880997,941.288208,1609.962158
5.567,459.652283,1409.387573,1748.487305,385.141846,1047.339478,1649.394043,239.081375,936.052246,1594.001587
5.575,455.644562,1409.434814,1748.410156,391.430603,1047.186157,1645.024048,255.01976,932.215393,1578.422852
5.583,451.568787,1409.445435,1748.766846,397.7146,1047.284424,1640.542847,271.347839,929.781433,1563.333618
5.592,447.439453,1409.571655,1748.484497,403.981628,1047.53833,1635.870728,287.888885,928.688721,1548.877686
5.6,443.286865,1409.67041,1748.136841,410.055298,1047.71106,1631.965576,304.530029,928.638855,1535.197632
5.608,439.16394,1409.647339,1748.033691,415.854248,1048,1628.35376,320.961243,929.815735,1522.244263
5.617,435.07428,1409.669922,1747.853271,421.896515,1048.906616,1623.064087,337.319611,932.082336,1509.922729
5.625,430.902618,1409.702148,1747.191162,427.351959,1049.574829,1619.438232,353.292816,935.227051,1498.177368
5.633,426.834412,1409.74231,1746.581787,433.213593,1050.923218,1614.039795,368.689301,939.019226,1487.125732
5.642,422.868561,1409.933594,1745.738525,438.365845,1052.181274,1609.839844,384.108124,944.419983,1472.129028
5.65,419.03476,1409.921875,1745.687622,443.819153,1053.907471,1604.760132,398.118378,949.221313,1462.664185
5.658,415.100403,1410.052002,1744.753052,448.737976,1055.661499,1600.392822,411.167267,953.282715,1456.926514
5.667,411.011017,1410.038086,1744.08374,453.301392,1056.808472,1598.893555,423.693359,958.731628,1449.099121
5.675,406.959747,1410.107544,1743.208252,457.821198,1058.042358,1597.168945,435.691986,964.554077,1441.72229
5.683,402.796204,1410.101074,1742.548584,462.503418,1060.130005,1593.296387,447.305664,970.733459,1435.105103
5.692,398.566681,1409.974854,1742.146606,466.978912,1062.911377,1588.419556,458.224182,976.898804,1428.970337
5.7,394.316925,1409.807861,1741.053345,471.052185,1066.228882,1583.914185,468.35907,983.37207,1423.078003
5.708,389.809052,1409.561523,1740.017456,474.802338,1069.500122,1579.931396,477.915771,990.256104,1417.533936
5.717,385.205261,1409.206299,1739.178955,478.55719,1073.0177,1575.593628,486.747467,997.377136,1412.276245
5.725,380.50119,1408.951172,1738.402832,482.213409,1076.976562,1571.185791,494.859436,1004.416565,1407.41748
5.733,375.681061,1408.71521,1736.522949,485.610016,1081.276733,1567.581177,502.460663,1011.591797,1402.799072
5.742,370.599426,1408.289551,1733.729614,488.786682,1085.521729,1564.050415,509.918457,1018.29126,1399.592163
5.75,365.125702,1407.630005,1731.481812,491.510559,1090.099121,1560.841553,517.470581,1025.117798,1396.984497
5.758,359.868958,1407.442139,1727.129395,494.229767,1094.341675,1558.536377,523.366394,1032.139648,1395.065918
5.767,354.6604,1406.322388,1725.980957,496.542633,1098.664917,1556.035767,528.383362,1038.769897,1392.496216
5.775,348.829163,1406.081665,1723.154663,498.093414,1102.855835,1553.50769,532.443665,1044.484985,1389.749878
5.783,343.102814,1404.969971,1722.304199,498.895416,1106.976562,1551.5177,535.748108,1049.52124,1387.34436
5.792,337.290283,1404.185425,1719.629028,499.430542,1110.796631,1549.84082,538.743774,1053.592773,1385.446289
5.8,331.253693,1403.469849,1717.648804,499.497955,1114.222534,1549.313599,541.244568,1057.85791,1385.133911
5.808,324.97345,1402.675049,1715.435913,499.064087,1116.954102,1548.929688,543.13269,1061.333618,1385.342529
5.817,318.893524,1401.949585,1712.689941,498.079834,1119.12915,1548.622192,544.304626,1063.936401,1385.677124
5.825,312.419067,1401.50354,1709.509033,496.463837,1121.010376,1548.88562,544.848206,1065.460083,1386.088379
5.833,306.253052,1401.167358,1707.084717,494.313446,1122.361694,1549.247925,544.554138,1066.291748,1386.93811
5.842,299.712036,1401.380249,1703.959351,491.473907,1122.926147,1549.635254,543.832703,1066.407715,1388.275024
5.85,293.37085,1401.180542,1701.45459,487.974884,1123.38562,1550.643921,542.210693,1065.682617,1390.041016
5.858,288.248138,1399.960693,1707.678589,484.0961,1123.244263,1551.449341,540.128052,1064.048096,1391.970337
5.867,280.478577,1401.206055,1695.732178,479.587402,1122.652222,1552.619385,537.171692,1061.649902,1394.48291
5.875,274.099762,1400.659912,1691.717529,474.743164,1121.727295,1554.523315,533.76001,1058.552856,1397.301636
5.883,267.746948,1401.288696,1690.017212,469.575836,1120.031128,1556.20874,529.60199,1054.661133,1400.634399
5.892,262.643982,1400.895752,1695.497803,463.855743,1118.014648,1558.169434,524.922974,1050.003906,1403.993164
5.9,254.955826,1402.077637,1684.321655,457.988098,1115.753296,1560.345459,519.268555,1044.598022,1407.457153
5.908,248.66037,1401.800049,1681.367065,451.442596,1112.938965,1562.472168,512.958801,1038.654663,1411.462769
5.917,243.109039,1401.405029,1685.807617,444.683868,1109.9375,1565.267822,506.075928,1031.954468,1415.604614
5.925,235.916183,1402.21521,1675.78894,437.330383,1106.472778,1567.4823,498.462097,1024.61499,1419.663696
5.933,229.567245,1402.136963,1672.695801,429.61322,1102.773193,1569.611328,490.096771,1016.761536,1424.150269
5.942,223.891769,1401.395874,1676.160156,421.594177,1098.711914,1572.286133,481.156036,1008.130432,1428.702271
5.95,216.970444,1401.503296,1665.810303,413.331451,1094.392334,1575.180786,471.313934,999.236572,1433.515503
5.958,210.567368,1400.693237,1663.035767,404.616058,1089.767212,1577.778564,460.935242,990.006897,1438.556641
5.967,204.875168,1399.513062,1665.879028,395.684967,1084.857788,1580.601318,449.673889,980.309692,1443.658081
5.975,198.001205,1399.31665,1656.263184,385.989471,1079.901855,1582.899536,437.597809,970.255127,1448.714478
5.983,192.47644,1397.639526,1658.69397,376.083923,1074.346436,1585.372192,424.733429,960.100891,1454.178467
5.992,185.721024,1397.432373,1649.517944,365.931915,1068.751221,1588.262085,411.048309,949.604919,1459.364868
6,180.458817,1395.673096,1652.208984,354.969543,1063.000488,1590.529541,396.390961,938.92218,1464.699097
6.008,173.841644,1395.166626,1643.176514,344.060669,1057.028809,1592.994995,380.978638,928.332642,1470.295288
6.017,169.014816,1393.577637,1645.752808,332.458466,1050.971069,1595.350342,364.773926,917.779053,1476.019409
6.025,162.677078,1392.985474,1636.834229,320.373169,1044.915405,1597.63501,347.718658,907.617737,1482.05481
6.033,158.179276,1391.633545,1639.667114,308.201019,1038.900269,1599.965332,329.612396,897.632263,1487.746216
6.042,152.586456,1391.51001,1631.950317,295.470856,1033.426514,1602.105347,310.570435,888.347778,1493.525879
6.05,148.384048,1390.287964,1634.024658,282.410034,1028.259033,1603.630859,290.599884,879.578857,1498.797607
6.058,143.440277,1390.406982,1625.871338,268.795502,1023.550415,1605.011841,269.254028,871.639099,1504.253662
6.067,139.932129,1389.643799,1628.768677,255.959488,1019.803162,1606.052124,247.289246,864.411011,1509.231201
6.075,135.45076,1390.341064,1620.934692,240.863708,1016.192932,1605.49292,223.537613,858.653381,1513.381348
6.083,132.153534,1389.686646,1623.920288,226.047134,1012.646912,1604.702393,199.298141,853.958923,1517.973755
6.092,128.065353,1390.55481,1616.481689,211.23587,1009.677795,1603.523193,174.882446,849.413635,1521.513672
6.1,124.827156,1389.814819,1619.517822,196.772614,1006.611206,1602.021729,148.830353,847.137451,1523.974121
6.108,120.625717,1390.776001,1612.241943,182.064713,1004.292603,1598.560181,122.493111,845.009705,1527.582886
6.117,117.112953,1390.258301,1615.970215,167.066513,1003.947388,1591.675537,95.614502,844.394531,1530.403931
6.125,113.315971,1391.538208,1608.688232,151.889557,1002.871765,1587.836548,68.287506,845.535828,1531.5802
6.133,110.030029,1391.034302,1612.600708,136.666809,1002.531189,1583.501831,40.591522,848.352173,1532.360107
6.142,106.466957,1392.405273,1604.903687,121.173065,1002.583496,1579.410645,13.191046,852.948303,1531.687134
6.15,103.540192,1392.128906,1608.935059,105.506851,1003.699524,1573.353027,-15.375098,860.030029,1532.223999
6.158,99.776649,1393.595703,1602.040161,88.909584,1005.124451,1567.11792,-43.3983,868.615112,1531.773071
6.167,96.886879,1393.613403,1605.38562,72.161209,1007.148865,1561.025146,-70.146225,879.940918,1529.0802
6.175,93.317932,1395.547974,1598.332397,55.592239,1010.106934,1555.584961,-96.15274,892.764343,1526.150757
6.183,90.579536,1395.916748,1601.610107,39.749706,1014.168762,1549.191772,-121.365929,907.21167,1523.817261
6.192,86.724777,1397.973389,1595.404541,24.884489,1018.921997,1543.041138,-145.4375,922.74707,1521.040649
6.2,83.741455,1398.484497,1598.262329,10.111465,1024.072998,1535.30188,-167.926651,940.13208,1516.610718
6.208,79.92981,1401.044189,1592.425659,-6.001732,1028.862427,1526.31897,-189.445419,958.674622,1511.77832
6.217,76.757393,1401.885742,1595.076538,-21.74151,1034.559326,1518.125244,-209.548462,978.412659,1505.35144
6.225,72.651283,1404.592896,1589.078125,-36.407799,1042.089844,1508.753174,-228.440506,998.799011,1499.432495
6.233,69.353622,1405.619507,1592.124023,-50.138187,1050.187134,1499.019409,-245.435226,1020.637146,1493.048218
6.242,64.982437,1408.406982,1586.391357,-63.73489,1059.144653,1490.564209,-260.608459,1042.930176,1486.062622
6.25,61.520267,1409.737305,1589.311157,-76.108482,1068.511963,1480.916626,-274.627686,1065.238525,1478.550293
6.258,57.022518,1412.560913,1583.496826,-88.532379,1077.849121,1472.190796,-286.893951,1087.704102,1470.849121
6.267,53.539936,1413.863525,1585.969238,-99.930908,1087.814941,1462.005859,-297.897827,1110.008911,1462.729126
6.275,48.9221,1416.297119,1580.63623,-110.797508,1098.256226,1451.610474,-307.593933,1132.197021,1454.399414
6.283,45.266579,1417.375366,1583.042236,-121.524391,1109.219849,1441.595215,-315.684998,1154.138428,1445.596313
6.292,40.672855,1419.795044,1577.368652,-131.410782,1119.502441,1432.117065,-322.825378,1175.768921,1436.193848
6.3,37.094059,1420.500732,1579.244507,-140.740005,1130.207153,1422.297974,-329.884918,1195.859619,1429.708008
6.308,32.482807,1422.169922,1578.476929,-149.246536,1141.050049,1412.231567,-335.565704,1215.540649,1421.366455
6.317,28.040245,1423.317261,1577.430054,-157.718002,1151.375244,1403.169312,-339.950714,1234.666748,1411.942627
6.325,23.924671,1424.279053,1575.550903,-165.2379,1161.742798,1393.744263,-344.218781,1252.679688,1403.644897
6.333,19.978201,1425.097046,1573.687866,-172.406784,1171.805908,1384.929077,-347.418427,1270.220093,1394.303833
6.342,15.994318,1425.956299,1571.752197,-179.083023,1181.477539,1376.541748,-350.231964,1286.680908,1385.622437
6.35,12.184818,1426.463745,1569.731445,-185.102982,1190.704224,1367.767578,-352.211121,1302.269043,1376.169312
6.358,8.301847,1426.911255,1567.514038,-190.794739,1199.177734,1360.47168,-354.451447,1316.799683,1367.930054
6.367,4.436443,1427.036499,1565.202637,-195.935013,1207.392334,1352.706055,-355.930054,1330.388062,1359.404297
6.375,0.512102,1427.15564,1562.873047,-200.829437,1214.764893,1345.470337,-357.37262,1342.9198,1350.952881
6.383,-3.205796,1427.062866,1560.197632,-205.34494,1221.575073,1338.511719,-358.563599,1354.200439,1343.080933
6.392,-6.914969,1426.775513,1557.568237,-209.645569,1227.63147,1331.980225,-359.17627,1364.732056,1334.073364
6.4,-10.304561,1426.436157,1554.525269,-213.843521,1233.09436,1325.984009,-359.9328,1373.948242,1326.226562
6.408,-13.725322,1426.069824,1551.799194,-217.597397,1237.765625,1319.823608,-360.648956,1382.186157,1318.485718
6.417,-17.153809,1425.404175,1548.777832,-221.527557,1241.55481,1314.548218,-361.469238,1389.276733,1311.044312
6.425,-20.661198,1424.572021,1545.873901,-225.219803,1244.709229,1309.577148,-362.093964,1395.358154,1303.718506
6.433,-24.168356,1423.620483,1542.744873,-228.685562,1247.379639,1304.220459,-362.765533,1400.448975,1296.368896
6.442,-27.413242,1422.552246,1539.497314,-231.479477,1249.13147,1298.622681,-363.433044,1404.530151,1289.280762
6.45,-30.678677,1421.325806,1536.352295,-234.749252,1250.264038,1293.931396,-364.205261,1407.645142,1282.342773
6.458,-33.949326,1420.041626,1533.123657,-237.735626,1250.899536,1289.458618,-364.967316,1409.768677,1275.492065
6.467,-37.277679,1418.576782,1529.966187,-240.487793,1250.793579,1285.162842,-365.767303,1411.052734,1268.866455
6.475,-40.239979,1417.085449,1526.679321,-243.243134,1249.805786,1281.130615,-366.804901,1411.210571,1262.561401
6.483,-43.32243,1415.444824,1523.540527,-246.004501,1248.093628,1277.518066,-367.832916,1410.485962,1256.227783
6.492,-46.406063,1413.917358,1520.434448,-247.597137,1246.609741,1273.305542,-368.590851,1408.782593,1250.021973
6.5,-49.369293,1412.469482,1517.169189,-249.297134,1243.852295,1269.633545,-369.610168,1406.248901,1244.003662
6.508,-52.129498,1411.419189,1513.681519,-250.74736,1240.629272,1266.240479,-370.558716,1402.696533,1238.277832
6.517,-55.118721,1410.771606,1510.154419,-251.764297,1236.586914,1263.07312,-371.597534,1397.959961,1232.856445
6.525,-58.207573,1410.628174,1506.749512,-252.318176,1231.916626,1260.11084,-372.410858,1392.169434,1227.441528
6.533,-61.356236,1410.655762,1503.196777,-252.417679,1226.552979,1257.458984,-373.238647,1385.322754,1222.271118
6.542,-64.829163,1411.455322,1499.871704,-251.697983,1220.537598,1254.921143,-374.101379,1377.326904,1217.38269
6.55,-68.306297,1412.069824,1496.543091,-250.497375,1213.972412,1252.912231,-374.678284,1368.180786,1212.520508
6.558,-71.863792,1413.226196,1493.331421,-248.572845,1206.752075,1251.192017,-375.289825,1357.812866,1208.131592
6.567,-75.363831,1414.20813,1490.178589,-246.04274,1199.076538,1249.879028,-375.930054,1346.420288,1204.033447
6.575,-78.735535,1415.315186,1486.908081,-242.817139,1191.009521,1248.996338,-376.154236,1334.101685,1200.053223
6.583,-82.023956,1416.27478,1483.646851,-238.934631,1182.551636,1248.401123,-376.191895,1320.947876,1196.33374
6.592,-85.200371,1417.364746,1480.39978,-234.289963,1174.237915,1248.137085,-376.155701,1306.816772,1193.070923
6.6,-87.691711,1417.928101,1476.853882,-229.212463,1165.494629,1248.251953,-375.672913,1291.709961,1189.924194
6.608,-90.210342,1418.580933,1473.500488,-224.002869,1156.996216,1248.7771,-374.468353,1276.010864,1186.533813
6.617,-92.4711,1419.073242,1470.116699,-217.972946,1148.35022,1249.45874,-373.194458,1259.569702,1183.96582
6.625,-94.431198,1419.340942,1466.793823,-212.046463,1139.986328,1250.77832,-371.014038,1242.609497,1180.737671
6.633,-95.632408,1419.30603,1463.042236,-205.381226,1131.829712,1251.309692,-368.650452,1225.052002,1178.438599
6.642,-97.179993,1419.163208,1459.772705,-198.692795,1124.003418,1253.085815,-365.454529,1207.047485,1176.255493
6.65,-98.713165,1418.914917,1456.784546,-191.691772,1115.791382,1255.087036,-361.398346,1188.55957,1174.043701
6.658,-100.163506,1418.37146,1453.433105,-184.60704,1108.466919,1257.043213,-356.854279,1169.764648,1172.531494
6.667,-101.458679,1417.844971,1450.568359,-177.395691,1100.759766,1259.395508,-350.832275,1150.664917,1170.580688
6.675,-103.010574,1417.148071,1447.54248,-170.05629,1093.797241,1261.755005,-344.488251,1131.719971,1169.326538
6.683,-104.323128,1416.413208,1444.777344,-162.317856,1086.548828,1264.431885,-337.005859,1112.777954,1168.218384
6.692,-105.735481,1415.711548,1441.865723,-154.345917,1080.129883,1266.944702,-328.528809,1093.956543,1167.051392
6.7,-107.341347,1414.952026,1439.441284,-146.845978,1074.237061,1269.60498,-319.614258,1075.011841,1167.174316
6.708,-108.693466,1414.171997,1436.00415,-139.374405,1068.768188,1272.522949,-309.337219,1056.158081,1167.406616
6.717,-110.048759,1413.796143,1432.154053,-132.323624,1063.681152,1275.922607,-298.263031,1037.449829,1168.289795
6.725,-111.655495,1413.183105,1430.357788,-124.695343,1059.111816,1279.429077,-285.865997,1019.077271,1169.627197
6.733,-113.350876,1412.77832,1427.728516,-116.949249,1054.996948,1283.390137,-272.38916,1001.018188,1171.615845
6.742,-114.997086,1412.283203,1425.904541,-109.794945,1051.263184,1287.519653,-257.858246,983.571594,1174.693115
6.75,-116.776932,1411.967041,1423.370972,-102.531319,1048.202881,1292.261353,-242.152649,967.015259,1178.313232
6.758,-118.459938,1411.487793,1420.968994,-95.348793,1045.460205,1297.177979,-225.352051,951.656677,1182.581421
6.767,-120.085999,1411.043823,1419.071289,-88.456161,1043.083984,1302.570312,-207.630264,937.853882,1187.243164
6.775,-121.775871,1410.611084,1416.294922,-81.704102,1040.893677,1308.40332,-188.820312,925.62384,1192.089844
6.783,-123.264748,1409.973145,1414.081055,-75.179848,1039.073853,1314.90625,-169.744125,915.029053,1197.877441
6.792,-125.035332,1409.505615,1411.278931,-68.399925,1037.545166,1322.08313,-150.131058,906.000122,1204.047852
6.8,-126.481575,1408.877808,1408.729004,-62.007118,1035.827759,1329.531738,-130.216888,898.643372,1210.426392
6.808,-128.008179,1408.338867,1405.911743,-55.448292,1034.60437,1337.026855,-110.354767,893.075562,1217.286743
6.817,-129.698792,1407.697754,1402.43335,-49.344753,1033.775635,1345.580444,-90.509315,889.268921,1224.535522
6.825,-130.540375,1406.356079,1399.689453,-43.029484,1033.405884,1353.661987,-70.849823,886.916321,1232.21582
6.833,-132.357971,1405.901978,1396.155273,-37.137375,1033.64978,1361.849976,-51.330196,885.920593,1240.511108
6.842,-133.99736,1405.191895,1392.513916,-31.229879,1034.79187,1370.614258,-31.800293,886.075073,1249.223633
6.85,-135.234207,1404.745361,1389.39209,-25.38253,1035.917236,1378.800903,-12.69511,887.610107,1259.158447
6.858,-136.94632,1404.431274,1386.785645,-19.141447,1038.030762,1387.086548,6.587666,890.417236,1269.956177
6.867,-138.146149,1403.588379,1382.702637,-13.293441,1041.033691,1394.885132,24.763605,893.813049,1279.926514
6.875,-139.437332,1403.331543,1379.31665,-7.680887,1044.240356,1402.685547,42.341312,898.229248,1291.203003
6.883,-140.779755,1403.193481,1376.452148,-2.427369,1048.285889,1410.289307,59.764786,903.399597,1303.42627
6.892,-142.204529,1403.154907,1373.5448,2.034521,1052.469482,1417.988525,76.098969,909.426392,1316.486206
