Time (Seconds),r_shoulder_top_x,r_shoulder_top_y,r_shoulder_top_z,r_elbow_out_x,r_elbow_out_y,r_elbow_out_z,r_wrist_out_x,r_wrist_out_y,r_wrist_out_z
15.708,904.446594,1391.003906,903.518982,734.330444,1082.870483,1019.472107,785.630798,1190.601929,1184.791626
15.717,903.713257,1391.165771,906.398315,730.846252,1080.147583,1012.375244,780.341125,1176.969604,1184.173584
15.725,902.952576,1391.669556,909.365417,727.256653,1078.118286,1004.859802,774.72345,1163.530884,1182.784912
15.733,902.294189,1392.341187,912.510498,723.472534,1076.824707,997.588806,770.19397,1148.891602,1179.925903
15.742,901.642334,1392.845215,915.428467,719.613281,1075.672607,990.326111,764.934692,1135.761108,1177.185059
15.75,900.96228,1393.711182,918.317749,715.836975,1075.012939,983.133728,759.165588,1123.069824,1173.950073
15.758,900.390076,1394.718262,921.296326,712.347595,1074.775635,976.208313,752.516357,1111.029907,1170.425903
15.767,900.005127,1395.764648,924.184326,709.133545,1075.015991,969.585999,747.255737,1098.692017,1165.815308
15.775,899.494629,1396.829102,927.01709,706.069885,1075.557739,963.150085,742.121338,1085.876099,1160.74353
15.783,899.122864,1397.990723,930.098206,703.278381,1076.428467,957.263306,736.177734,1073.831909,1155.196655
15.792,898.779968,1399.045044,932.90332,700.998596,1077.390381,951.454224,730.330444,1062.279297,1149.408081
15.8,898.443848,1400.228271,935.997559,699.553162,1078.651855,945.456421,724.901062,1051.380371,1143.153809
15.808,897.984802,1401.175293,938.921753,698.521423,1079.801758,939.863525,719.201294,1040.809814,1136.181641
15.817,897.619385,1402.043701,942.218323,697.696472,1080.841064,934.498718,713.998108,1030.606445,1127.908081
15.825,897.297058,1402.766479,945.408569,697.19458,1081.754761,929.289673,708.895508,1020.893677,1119.200073
15.833,896.730225,1403.468018,949.170166,696.977539,1082.692871,923.998047,704.790283,1011.900635,1110.196777
15.842,896.351013,1403.896362,952.960876,697.30603,1083.96936,918.270569,701.103699,1003.546143,1101.153198
15.85,895.60614,1404.260986,956.935608,697.043152,1084.452637,913.256653,697.544373,995.476196,1091.500244
15.858,894.629517,1404.295532,961.025269,697.225891,1084.987427,908.330017,694.073914,987.578003,1081.193359
15.867,893.714722,1404.090332,965.113586,697.807007,1085.670654,903.294983,690.901489,980.680603,1071.409546
15.875,892.68457,1403.771973,969.322876,698.68335,1086.440308,898.324951,688.163086,974.744507,1061.744507
15.883,891.493469,1403.43335,973.769104,699.939697,1087.063232,892.837769,685.968933,969.885803,1052.43042
15.892,890.137878,1402.98584,978.126343,701.714417,1087.73999,888.063354,684.382202,965.795715,1043.342651
15.9,888.752258,1402.506592,982.630493,703.930176,1088.384521,882.522827,683.425293,962.377075,1034.672241
15.908,887.317627,1401.910645,986.996887,706.824524,1089.421875,876.562805,682.989075,959.543762,1026.185181
15.917,885.848389,1401.425049,991.455566,710.192932,1091.251221,868.358154,683.163391,957.100098,1017.940308
15.925,884.513184,1400.740967,995.481995,713.310852,1093.021606,863.607422,683.916016,954.976074,1010.085205
15.933,883.172729,1400.284302,999.604004,716.415161,1094.183105,859.489502,685.201721,953.436218,1002.547241
15.942,882.100952,1399.688721,1003.357788,719.562805,1096.5979,855.512634,686.807678,952.268982,995.74646
15.95,880.997925,1399.508423,1007.030823,722.686157,1097.953491,852.217102,688.761902,951.659546,989.447449
15.958,880.089844,1399.296021,1010.739563,725.788147,1099.767578,849.713684,690.538025,951.379639,984.048462
15.967,879.362061,1399.103149,1014.237183,728.858398,1101.666016,847.296753,692.427185,951.492249,979.27124
15.975,878.612732,1399.233765,1017.920715,731.63208,1104.122437,845.416443,694.320007,951.911377,975.405457
15.983,877.842834,1399.164673,1021.437866,734.328918,1105.795532,844.184204,696.318115,952.485535,972.324036
15.992,877.424805,1399.411621,1025.025146,736.391113,1108.314575,843.447083,698.146301,953.260986,969.617859
16,876.62616,1399.758423,1028.687256,738.129761,1110.301636,843.475952,699.902039,954.052856,967.782349
16.008,875.96637,1400.068604,1032.328857,739.270386,1112.616577,844.137573,701.637085,954.910339,966.529541
16.017,875.310181,1400.412476,1035.862183,740.167358,1114.888428,844.478638,703.139954,955.730042,965.963074
16.025,874.704163,1400.938599,1039.321045,740.62616,1116.80188,845.620972,704.43158,956.803711,966.034729
16.033,874.214844,1401.460571,1042.634155,740.763367,1118.787109,847.228577,705.537903,957.781738,966.856628
16.042,873.660339,1402.156372,1045.926392,740.590576,1120.662476,848.986206,706.224487,958.873474,968.265137
16.05,873.288391,1402.861328,1049.169312,740.222107,1121.773682,851.920593,706.850098,960.016907,970.338074
16.058,872.82019,1403.409058,1052.28479,739.856201,1123.294067,854.21698,707.174683,961.156738,972.890198
16.067,872.481079,1404.22937,1055.407471,739.243591,1124.385376,856.71167,707.318054,962.247681,975.83252
16.075,872.055298,1404.811157,1058.429077,738.324158,1125.650269,860.081238,707.317383,963.359985,979.174011
16.083,871.815796,1405.612549,1061.492065,737.549805,1126.015137,863.052429,707.085022,964.407104,982.828918
16.092,871.430298,1406.028809,1064.525879,736.514832,1127.26001,866.164612,706.725464,965.369934,986.894958
16.1,871.047668,1406.785889,1067.567627,735.449585,1127.421143,870.077332,706.283569,966.291016,991.023254
16.108,870.72229,1407.203003,1070.576904,734.411255,1127.62439,873.583069,705.845886,967.078796,995.29303
16.117,870.416199,1407.476929,1073.556152,733.251221,1128.067017,877.425232,705.299438,967.572937,999.871094
16.125,870.072449,1407.954102,1076.649414,732.158569,1127.607178,881.280273,704.740417,967.992493,1004.669922
16.133,869.487488,1407.996826,1079.658203,731.139221,1127.477417,884.902649,704.062012,968.247253,1009.619568
16.142,869.318848,1408.287598,1082.619873,730.008301,1126.678833,889.787292,703.46344,968.214233,1014.710999
16.15,869.07196,1408.180176,1085.614746,729.395569,1124.451416,897.759155,702.933899,967.967224,1019.976013
16.158,868.538452,1408.276367,1088.631836,728.08551,1122.374756,904.713135,702.474365,967.503845,1025.43335
16.167,868.24939,1408.237427,1091.674438,726.981445,1120.566162,909.541809,702.217834,966.757568,1031.083008
16.175,867.881958,1408.211914,1094.793091,726.377869,1118.989624,914.334839,702.310242,965.823181,1036.837769
16.183,867.174377,1408.119385,1098.043091,725.895813,1117.093872,919.100708,702.589539,964.497437,1042.728516
16.192,867.175354,1407.625244,1101.000854,725.519653,1114.962769,924.226013,703.073242,962.849731,1048.741577
16.2,866.7547,1407.556641,1104.259766,725.238281,1112.360474,929.66925,703.792603,960.999634,1055.170166
16.208,865.96759,1407.071655,1107.497559,725.008301,1109.491455,935.140381,704.708923,958.914429,1061.698975
16.217,865.567993,1406.734253,1110.632935,725.090881,1106.187134,941.062683,705.93811,956.536438,1068.666138
16.225,865.129089,1406.23291,1113.831177,725.38147,1102.585205,947.211365,707.467407,954.069763,1075.99707
16.233,864.308838,1405.356934,1117.03418,725.804199,1098.72168,953.518494,709.130371,951.370728,1083.787354
16.242,863.822449,1404.549072,1120.259277,726.679382,1094.495117,960.120972,710.981567,948.659912,1092.009766
16.25,862.781982,1403.552246,1123.61499,727.692139,1089.94751,966.913879,713.139587,945.903503,1100.805542
16.258,861.980286,1402.380127,1126.800659,728.8172,1085.145752,973.941528,715.550415,943.126282,1110.0896
16.267,860.948181,1401.43811,1130.220215,730.147278,1080.123779,981.191345,718.258972,940.454529,1119.91626
16.275,860.322266,1399.993652,1133.31897,731.632202,1074.920166,988.789001,721.118347,937.817261,1130.070801
16.283,859.143311,1398.834106,1136.595703,733.316833,1069.593994,996.859009,724.411865,935.487488,1140.688599
16.292,858.25415,1397.032715,1139.686523,734.982056,1064.112671,1005.24939,727.517212,933.222961,1152.411865
16.3,857.176636,1395.955933,1142.76123,736.787476,1058.529785,1014.066345,730.827698,931.434082,1164.265015
16.308,856.173157,1393.744507,1145.671631,738.724426,1053.064331,1023.15094,734.206726,930.170776,1176.851562
16.317,855.259521,1392.991699,1148.758545,740.440186,1047.609497,1032.753662,737.453796,929.349487,1190.262207
16.325,854.10321,1390.429932,1151.392944,741.944946,1042.223999,1042.958252,740.616272,928.942322,1204.317139
16.333,853.427551,1389.934448,1154.213379,743.106689,1037.035767,1053.860596,743.586182,929.102722,1219.009888
16.342,852.476501,1387.531494,1156.526978,743.635803,1032.455566,1065.151489,746.395264,929.989624,1234.217407
16.35,852.021729,1386.821411,1158.915527,743.504944,1027.885132,1077.160156,748.987549,931.765503,1250.106689
16.358,851.297791,1384.351562,1160.647827,742.542053,1023.880859,1089.647095,751.220276,934.549255,1266.968872
16.367,851.130066,1383.799805,1162.811401,740.939148,1019.943726,1103.541016,753.119263,938.358521,1284.12439
16.375,850.764099,1381.680542,1164.254761,738.808472,1016.446228,1118.351807,754.447266,943.599304,1301.808105
16.383,850.700806,1381.251709,1166.238281,736.274902,1013.943542,1133.381226,755.479309,949.965759,1319.66394
16.392,850.451843,1379.344482,1167.630615,733.524902,1011.65509,1149.24707,756.077026,957.741699,1337.62439
16.4,850.788696,1379.488647,1169.873535,730.571655,1010.869141,1164.908691,756.643127,966.223755,1355.233765
16.408,850.709412,1377.956177,1171.763062,727.74707,1011.030701,1180.639648,756.701904,976.354309,1372.700928
16.417,851.192505,1378.269531,1174.198242,724.771362,1012.377625,1196.337646,756.773071,987.348938,1389.737671
16.425,851.410217,1377.295654,1176.470459,721.867615,1014.373535,1212.262817,756.618408,999.229126,1406.474731
16.433,852.202209,1378.108643,1179.379639,718.856445,1017.202393,1228.125732,756.31366,1012.12323,1422.601807
16.442,852.668213,1377.450317,1181.962524,715.859619,1020.809204,1244.021606,755.883728,1025.841187,1438.137695
16.45,853.534119,1378.764526,1185.478882,713.255188,1025.321777,1259.539917,755.121338,1040.549072,1453.244751
16.458,854.149597,1378.302002,1188.50769,711.002747,1030.505981,1274.687866,754.824097,1055.96936,1467.447754
16.467,855.265991,1379.554932,1192.181885,708.972778,1036.771851,1289.857056,753.80127,1072.568115,1481.08313
16.475,856.168518,1380.002441,1195.721313,706.866699,1043.638184,1304.81543,752.739258,1090.214844,1494.008057
16.483,857.235474,1381.425903,1199.532349,704.429871,1050.756714,1319.442017,747.923645,1110.437012,1506.66748
16.492,858.373962,1381.909546,1203.347046,702.296875,1058.676025,1333.92749,747.71283,1129.207886,1517.335083
16.5,859.67511,1383.085693,1207.241943,700.270447,1067.457031,1348.167725,748.577576,1148.205688,1526.754028
16.508,861.075989,1384.299927,1211.322998,697.817444,1076.887085,1362.462158,747.356445,1168.552002,1535.848145
16.517,862.827942,1385.148193,1215.408447,694.784424,1086.660645,1376.389648,746.377441,1188.856323,1543.157715
16.525,864.1203,1386.359741,1219.690796,691.862061,1096.796509,1388.599487,744.424316,1209.705933,1549.317383
16.533,865.769409,1387.354492,1224.069824,688.626648,1107.931641,1403.069824,743.215942,1230.130737,1554.700195
16.542,867.809692,1387.936157,1228.2677,689.176147,1119.042725,1413.569214,742.058533,1250.80542,1557.82251
16.55,869.652893,1388.577026,1232.583374,686.613525,1129.935547,1423.402222,740.745483,1271.204224,1558.791138
16.558,871.457642,1389.304565,1236.90686,684.201172,1141.413818,1432.907715,739.665283,1291.094971,1559.130981
16.567,873.501953,1389.487549,1240.641113,682.12439,1154.17041,1444.325195,738.920227,1311.361206,1559.866821
16.575,875.161377,1389.835327,1243.797852,680.135498,1166.879272,1454.292603,738.389526,1331.255249,1559.76709
16.583,877.213013,1389.951904,1245.402588,678.158875,1180.019897,1463.980347,737.999756,1350.720215,1559.068848
16.592,879.057922,1391.417603,1250.199463,676.404724,1193.273193,1473.437012,738.15033,1369.139526,1556.974243
16.6,881.238098,1393.421997,1255.052612,674.653198,1206.523682,1481.929077,738.393494,1386.882812,1554.165283
16.608,884.808044,1395.253052,1261.736572,673.377808,1219.548828,1489.358643,738.77887,1403.768066,1550.749634
16.617,886.454346,1396.929321,1265.474976,672.513184,1232.53186,1496.533569,739.531738,1419.668335,1547.146606
16.625,888.542786,1398.641602,1269.401611,671.469055,1245.642578,1503.980591,740.576233,1434.436157,1543.163818
16.633,890.764465,1400.531494,1274.468506,670.537415,1257.85376,1510.234253,741.80011,1448.111938,1538.925903
16.642,893.350098,1402.51355,1279.064941,669.718262,1269.758057,1516.033203,743.217834,1460.710205,1534.92627
16.65,895.922424,1405.164551,1286.156372,669.183899,1281.373169,1521.491333,745.233398,1473.011841,1532.462158
16.658,898.557739,1407.881104,1292.954712,668.906067,1292.557251,1526.542725,746.413452,1482.999634,1527.381226
16.667,901.085022,1409.889282,1297.760254,668.860474,1302.726196,1530.983521,748.383362,1492.803955,1524.313721
16.675,902.978394,1410.753662,1300.162231,669.032166,1312.751465,1535.701904,750.173401,1501.695557,1521.189941
16.683,905.193298,1413.06543,1305.963379,669.278809,1322.027832,1540.535645,752.146973,1509.534424,1518.500854
16.692,907.548462,1415.299683,1312.38562,669.871521,1331.019897,1545.163452,754.320801,1516.665405,1516.501709
16.7,909.544556,1416.647949,1316.594604,670.236633,1338.873657,1549.794678,756.436279,1522.776855,1514.79895
16.708,911.47998,1418.095581,1321.713379,670.590515,1346.392456,1554.537842,758.691345,1528.172852,1514.334106
16.717,913.152344,1418.937378,1326.053345,671.18634,1352.73291,1558.670288,760.827393,1532.747681,1513.859253
16.725,914.685913,1420.079712,1331.432861,671.755432,1358.390869,1563.263794,763.110291,1536.640503,1514.368408
16.733,915.823669,1420.199219,1334.929565,672.458984,1363.220459,1567.923828,765.475037,1539.361328,1514.9104
16.742,916.898071,1420.723877,1340.090332,673.093994,1367.249023,1572.204224,767.704224,1541.680298,1516.564209
16.75,917.290039,1420.363159,1343.495605,673.738098,1370.374023,1576.496338,769.779236,1543.560059,1518.996826
16.758,917.604614,1419.993652,1346.993774,674.338623,1372.971924,1580.753296,771.76532,1544.725586,1522.162354
16.767,917.535034,1419.364258,1350.401245,675.084412,1374.730469,1585.684937,773.394165,1545.557617,1525.790161
16.775,917.669189,1419.193726,1355.102661,675.952454,1375.745728,1590.664429,774.900146,1545.911743,1529.716675
16.783,918.129456,1419.258057,1360.063843,676.789001,1376.154785,1595.375732,776.191284,1545.804688,1534.187622
16.792,918.060242,1418.358765,1363.010742,677.839783,1375.828125,1600.454834,777.415833,1545.522949,1539.419556
16.8,917.582031,1417.855957,1367.669678,678.866028,1374.93396,1605.439209,778.351929,1544.908569,1544.853271
16.808,917.879456,1417.270264,1371.345703,679.708496,1373.835693,1610.802368,779.191528,1544.06897,1551.111084
16.817,917.945129,1416.868652,1375.376465,680.879639,1372.208984,1615.602051,779.927124,1543.127441,1557.739136
16.825,918.177246,1416.549438,1380.027222,682.008789,1370.144653,1620.245117,780.492249,1541.928833,1564.17334
16.833,918.456726,1415.865845,1383.633911,682.954346,1368.196167,1625.854492,780.963867,1540.891357,1571.128296
16.842,918.371948,1415.634766,1387.938721,683.974182,1366.164795,1631.018311,781.411072,1539.657349,1578.011108
16.85,918.875366,1415.50647,1392.512207,684.889099,1364.209473,1636.461304,781.831238,1538.425781,1584.904907
16.858,918.893738,1415.22229,1397.160645,685.734131,1362.327881,1641.71521,782.061157,1537.460693,1591.503418
16.867,918.719055,1415.072021,1401.639038,686.530823,1360.62085,1646.60083,782.383484,1536.396973,1597.984497
16.875,918.914856,1414.830566,1405.855713,687.307617,1359.244141,1651.540283,782.573364,1535.655396,1604.076294
16.883,918.954041,1414.546753,1409.868652,687.822327,1358.056763,1656.333618,782.802734,1534.956543,1609.904053
16.892,918.717407,1414.338013,1413.574463,688.200439,1357.327759,1661.135986,782.943359,1534.467041,1615.445435
16.9,918.360046,1414.174194,1417.534912,688.45874,1356.637085,1665.562622,783.049927,1534.14917,1620.801392
16.908,918.335022,1414.237671,1421.422729,688.788513,1356.217407,1669.482056,783.18634,1534.050781,1625.765869
16.917,917.906372,1414.253174,1425.372192,689.141052,1355.653442,1673.130981,783.205811,1533.967773,1630.46582
16.925,917.618347,1414.403687,1429.004272,689.23645,1355.494141,1676.959351,783.163391,1533.899658,1634.930298
16.933,917.315735,1414.287354,1432.081177,689.151001,1355.348389,1680.529297,783.010132,1534.00769,1639.314331
16.942,916.934937,1414.68396,1436.032227,688.954285,1355.229126,1684.595337,782.769287,1533.911865,1643.44104
16.95,916.682739,1415.068848,1439.2854,688.625488,1354.896729,1687.893311,782.446045,1533.97168,1647.640503
16.958,916.249573,1415.043457,1442.005371,688.207947,1354.582275,1691.17334,781.972839,1533.947632,1651.85791
16.967,915.958923,1415.153809,1444.266724,687.656982,1354.333496,1694.457275,781.414246,1533.761108,1655.946777
16.975,915.537292,1415.487671,1446.930542,687.186157,1353.387573,1696.824707,780.63739,1533.37439,1659.996094
16.983,915.032959,1415.703003,1449.655029,686.637634,1352.401855,1699.297974,779.796631,1532.982544,1664.311768
16.992,915.015259,1416.71875,1453.923584,685.977905,1351.251221,1701.895874,778.755005,1532.25708,1668.752563
17,914.796082,1417.368164,1457.156738,685.199036,1349.69458,1704.190552,777.782471,1531.22937,1673.252075
17.008,914.428528,1417.722778,1459.633423,684.353271,1347.771851,1706.333252,776.627014,1529.872803,1678.098145
17.017,914.046082,1418.118774,1462.180542,683.448303,1345.27356,1708.335938,775.38678,1528.08313,1682.981934
17.025,913.746338,1418.563354,1465.054565,682.540771,1342.464233,1710.019897,774.001587,1525.754028,1688.161377
17.033,913.402649,1418.959351,1467.873413,681.690002,1338.945679,1711.620483,772.557373,1522.886475,1693.266235
17.042,912.88031,1419.38562,1470.406982,680.722168,1335.054321,1713.084473,771.016418,1519.518555,1698.546997
17.05,912.38501,1419.494629,1472.622314,679.756653,1330.508057,1714.40918,769.428894,1515.625732,1704.152222
17.058,911.927734,1419.644165,1475.091675,678.794861,1325.419434,1715.364868,767.575623,1511.083008,1709.787109
17.067,911.36969,1419.713013,1477.649048,677.992432,1319.594238,1716.152466,765.365784,1505.143555,1714.639282
17.075,910.661499,1419.716553,1479.94397,677.137573,1313.047607,1716.629883,763.357788,1499.354614,1720.472168
17.083,909.945618,1419.373657,1483.431519,676.286072,1305.98291,1716.932007,761.99884,1493.863403,1729.63269
17.092,909.168579,1419.369751,1484.692383,675.730408,1298.34729,1716.924316,759.935608,1486.619507,1737.068237
17.1,908.087646,1418.515259,1485.563965,675.323669,1289.863037,1716.827759,757.184265,1477.536255,1741.435669
17.108,907.289185,1418.08252,1487.495117,675.047546,1280.742432,1716.303101,754.856262,1467.987305,1747.145874
17.117,906.26825,1417.46875,1489.897217,674.958191,1270.946289,1715.44043,752.421082,1457.849731,1753.49292
17.125,905.158203,1416.935303,1492.286377,675.084595,1260.699219,1714.193481,749.878662,1446.87439,1759.918945
17.133,904.088928,1416.117065,1494.885254,675.3526,1249.990356,1712.780029,747.264893,1435.095093,1766.272339
17.142,902.737793,1415.225952,1496.87439,675.869934,1238.875,1710.960693,744.533997,1422.517578,1772.37207
17.15,901.258606,1414.297363,1499.246826,676.728516,1226.945679,1708.54834,741.997742,1409.107178,1777.541382
17.158,899.787598,1413.195801,1501.582397,677.756348,1215.190186,1706.144409,739.038452,1395.311768,1783.404419
17.167,898.106995,1411.902222,1503.950562,679.075928,1202.735352,1702.86084,736.144653,1380.764404,1788.15564
17.175,896.341187,1410.583252,1506.453857,680.673218,1190.559326,1699.290649,733.04187,1365.810791,1792.86731
17.183,894.294067,1408.98999,1508.576904,682.235291,1178.673706,1696.303833,729.903992,1350.390869,1797.026123
17.192,892.475281,1407.290527,1511.055298,683.68512,1166.888062,1692.376465,727.006592,1334.689087,1800.720581
17.2,890.503906,1405.623901,1513.867676,684.636719,1155.727051,1689.750732,724.006348,1318.807007,1803.936768
17.208,888.659851,1403.907837,1516.529663,685.162354,1144.886353,1686.648926,721.176331,1302.740967,1806.826294
17.217,886.792175,1402.224854,1519.141724,688.017944,1133.621582,1679.86377,718.468872,1285.937988,1808.386963
17.225,885.026611,1400.528442,1521.605103,690.584595,1122.736572,1673.308472,715.987427,1269.271484,1809.787598
17.233,883.182129,1398.75061,1523.402832,693.317566,1112.410767,1666.074463,713.565186,1252.637085,1810.319946
17.242,881.591064,1397.256958,1525.591064,696.154907,1102.578979,1658.628906,711.010986,1236.515625,1809.628906
17.25,880.065918,1395.967041,1527.799438,699.324036,1093.565674,1651.983154,708.284851,1221.955566,1803.917603
17.258,878.542969,1394.935547,1529.79126,702.07251,1085.151855,1643.941895,705.852051,1207.171509,1800.587891
17.267,877.100403,1393.856567,1531.589233,704.772034,1077.911011,1635.553589,703.934204,1193.073242,1796.377075
17.275,875.396179,1392.890869,1532.739624,707.133789,1071.211914,1626.08374,702.115479,1180.00415,1791.281494
17.283,873.966431,1392.237305,1534.178955,709.023376,1065.325439,1615.930542,698.566589,1169.838257,1773.812622
17.292,872.434143,1391.939087,1535.849121,710.732971,1060.609985,1603.092651,697.340881,1157.761597,1767.168213
17.3,870.752991,1391.353882,1536.5,712.479736,1056.864746,1591.163696,696.315002,1146.776978,1759.413696
17.308,869.230713,1391.393066,1537.7677,712.679138,1055.5979,1571.424316,695.605164,1136.205078,1751.468506
17.317,867.663269,1391.638062,1539.122437,714.001282,1049.048828,1573.328613,697.978577,1123.544189,1756.746216
17.325,866.162231,1391.666382,1539.871826,715.997559,1046.815308,1561.64563,699.276672,1113.170898,1753.926758
17.333,864.549011,1392.287964,1540.814209,718.226501,1045.672241,1550.165405,699.024536,1104.735718,1744.42041
17.342,863.16394,1392.887695,1541.73938,720.339172,1045.102295,1538.462891,699.418152,1097.431519,1734.422241
17.35,861.625122,1393.313721,1542.333252,722.292542,1045.282593,1527.16333,699.375427,1090.630981,1724.148682
17.358,860.075562,1394.203125,1542.913208,724.358582,1046.150513,1516.029907,699.390869,1084.129517,1713.669434
17.367,858.427185,1394.916626,1543.107056,726.312195,1047.596802,1504.494019,699.608093,1078.254639,1703.103638
17.375,856.888672,1396.077881,1543.969238,728.666321,1049.5271,1492.974365,699.986877,1073.169434,1692.276855
17.383,855.270752,1396.652832,1544.371094,730.695862,1051.892944,1481.753174,700.488586,1068.586426,1681.329224
17.392,853.68219,1397.631104,1544.757812,732.761597,1054.823975,1470.977783,701.296448,1064.432739,1670.479126
17.4,851.823975,1398.35144,1544.933838,735.523499,1058.069092,1460.526123,701.999878,1060.950439,1659.66272
17.408,850.276245,1399.477539,1545.541992,737.913635,1061.518188,1450.397217,703.048706,1057.711182,1648.929688
17.417,848.575012,1399.952881,1545.959595,741.146118,1065.16748,1440.472412,704.326233,1054.793335,1638.363281
17.425,846.851318,1400.745483,1546.192383,744.014404,1068.9646,1431.130249,705.758057,1052.16626,1628.129272
17.433,845.088989,1401.057617,1546.494141,747.259521,1072.646484,1422.110107,707.191101,1049.928345,1618.118774
17.442,843.331116,1401.798828,1547.341675,750.651367,1076.399048,1413.504028,708.850586,1047.824219,1608.452393
17.45,841.610413,1402.052856,1547.709473,754.056824,1080.014404,1405.628052,710.599487,1045.865356,1599.211548
17.458,840.030457,1402.831299,1549.824951,757.651001,1083.514404,1398.506836,712.570007,1043.753296,1590.585205
17.467,839.23999,1402.9375,1548.862061,760.672424,1086.235596,1392.379272,714.723389,1041.773682,1582.398438
17.475,836.880127,1402.991821,1549.921265,764.680481,1089.187012,1385.799194,717.120056,1039.664429,1575.110596
17.483,835.785034,1402.506348,1548.847046,769.355591,1091.770752,1381.083374,719.61322,1037.525391,1568.531738
17.492,832.005615,1401.564209,1549.86084,773.354858,1093.328979,1376.686035,722.050598,1035.177734,1562.881104
17.5,830.068481,1400.831421,1549.627686,777.874329,1093.886108,1373.030884,724.561707,1032.634888,1558.214111
17.508,828.061035,1399.940918,1550.057861,782.0495,1093.941528,1370.443604,726.971741,1029.970703,1554.552246
17.517,826.000549,1398.621826,1549.978882,786.027771,1092.505859,1368.459717,729.394409,1026.990723,1551.945801
17.525,825.466125,1396.317505,1545.374512,789.915588,1090.474487,1367.466309,731.342468,1023.869507,1550.348145
17.533,821.15271,1393.901978,1543.869507,793.921631,1087.834595,1367.52356,732.833618,1020.544067,1549.633423
17.542,818.856628,1392.619751,1545.301392,796.926331,1084.363159,1368.375854,733.759766,1017.131104,1549.789917
17.55,818.756836,1392.556763,1550.746826,799.438232,1080.105957,1370.092529,733.794495,1013.888977,1550.687256
17.558,813.838928,1387.025635,1541.424194,801.400574,1075.335938,1372.438354,733.183594,1010.890381,1552.035767
17.567,810.861084,1384.413086,1539.075562,802.517822,1070.346313,1374.673584,732.003235,1007.921692,1553.613892
17.575,809.019287,1382.872314,1540.248413,803.010803,1065.501343,1376.434204,729.313904,1005.452515,1555.619263
17.583,809.387512,1385.33728,1545.087158,803.196716,1063.660034,1368.491211,726.369812,1003.246094,1557.535522
17.592,803.962219,1377.525269,1533.768311,802.811768,1060.445801,1366.307617,723.176392,1001.487,1559.080688
17.6,801.833191,1376.087769,1532.499878,801.19458,1056.441162,1367.829102,719.008301,1000.201233,1560.519287
17.608,799.659607,1375.119751,1531.672485,798.794067,1052.880981,1370.085327,714.467407,999.082153,1561.750977
17.617,797.393494,1374.328003,1530.837891,795.961304,1050.436279,1373.766846,709.330444,998.478882,1562.54895
17.625,795.516785,1374.297607,1532.928467,793.089172,1047.789062,1378.84375,704.088806,998.119324,1562.543213
17.633,793.463257,1374.070068,1534.027588,790.517029,1046.226685,1378.126587,699.044312,997.75293,1560.644287
17.642,791.633545,1374.005737,1532.518921,787.593689,1045.742432,1378.452515,694.879639,997.957214,1557.241577
17.65,789.23761,1374.106445,1532.185547,785.130432,1045.980225,1378.802612,690.405945,998.896973,1555.088745
17.658,786.673096,1374.480347,1532.229858,782.724548,1046.689697,1377.569458,686.144653,1000.133057,1552.505737
17.667,783.128113,1374.769287,1529.389771,780.543213,1048.189941,1376.524658,683.216797,1003.813599,1541.257202
17.675,779.978943,1375.206909,1528.625854,778.500671,1050.005615,1375.472046,679.604248,1005.113953,1539.112671
17.683,777.236938,1376.234131,1528.533936,776.977722,1051.418823,1372.937256,676.601135,1006.399841,1537.202759
17.692,774.434204,1377.402588,1528.344604,775.939575,1052.861206,1370.182251,673.47998,1007.708191,1534.409058
17.7,771.649231,1378.487183,1528.119141,775.594421,1054.090088,1365.303101,670.956787,1008.643982,1531.776123
17.708,768.592285,1379.580322,1527.935425,774.907349,1057.729248,1361.68335,668.639954,1009.755737,1529.06543
17.717,765.020691,1380.769165,1528.080444,774.044312,1059.833984,1360.93335,666.61731,1011.001221,1526.599365
17.725,762.791992,1382.515869,1525.801025,773.402039,1060.873901,1362.576416,664.790771,1012.584717,1524.546265
17.733,759.240295,1382.825928,1526.728027,772.918579,1061.575439,1363.134644,663.309998,1013.575317,1522.998169
17.742,757.069641,1384.131836,1525.464478,772.364075,1062.203247,1364.2146,661.984375,1013.633484,1520.9104
17.75,753.369934,1384.229004,1525.24646,773.324585,1064.885254,1356.726929,660.980347,1013.466614,1518.943359
17.758,750.388611,1384.846924,1524.837769,773.099731,1065.963867,1356.191406,660.061279,1012.873291,1517.833496
17.767,746.964539,1384.744019,1524.72229,773.029907,1065.887329,1356.317139,658.922668,1011.832703,1517.200684
17.775,743.995972,1384.77478,1524.145874,772.839722,1065.437012,1357.006592,657.732605,1010.886292,1517.135742
17.783,740.678406,1384.340088,1523.50293,771.675476,1063.386841,1365.061157,656.512695,1009.456299,1516.997803
17.792,737.422974,1383.678223,1523.276245,771.204041,1061.757812,1366.967285,655.076538,1007.200378,1517.862549
17.8,736.366394,1383.74292,1530.101807,770.333618,1060.256104,1367.486694,653.422363,1005.259399,1519.570312
17.808,730.465332,1382.890137,1516.660156,769.194275,1057.692139,1370.954468,651.439758,1002.242065,1521.153076
17.817,727.734009,1379.476685,1522.424927,767.769836,1054.175903,1373.069824,649.042236,999.954346,1522.800659
17.825,726.118103,1378.169922,1524.539673,765.959412,1049.648804,1377.039673,646.033203,996.730652,1525.302002
17.833,723.02887,1377.186646,1527.876831,763.704529,1044.628296,1381.593506,642.578247,993.916626,1528.357788
