1.23,,,,,,,,,
,,,,,,,,,
Type,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker
Name,Sammy:LShoulderTop,Sammy:LShoulderTop,Sammy:LShoulderTop,Sammy:LElbowOut,Sammy:LElbowOut,Sammy:LElbowOut,Sammy:LWristOut,Sammy:LWristOut,Sammy:LWristOut
ID,10,10,10,12,12,12,15,15,15
,Position,Position,Position,Position,Position,Position,Position,Position,Position
Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z
0.608,185.483719,1414.26416,146.095245,295.868988,1122.888184,18.496597,317.304474,925.044739,158.652405
0.617,185.527664,1414.414795,145.984329,297.978577,1124.389038,16.865444,319.315887,929.449707,161.989273
0.625,185.556458,1414.5979,145.864288,300.261169,1125.86853,15.105473,321.25885,934.046143,165.804596
0.633,185.554825,1414.832886,145.676712,302.528595,1127.42041,13.573813,323.233124,938.974243,169.552246
0.642,185.556564,1415.090332,145.51445,304.772369,1128.989746,12.095816,325.2117,944.382751,173.047058
0.65,185.555206,1415.361694,145.303406,307.064484,1130.584229,10.762371,327.321564,950.069458,177.024353
0.658,185.59465,1415.725098,145.085007,309.17926,1132.137085,9.508261,329.339783,956.128967,181.486298
0.667,185.613678,1416.025146,144.913986,311.491608,1133.718384,8.484343,331.516571,962.356262,185.971481
0.675,185.619095,1416.327271,144.731583,313.591492,1135.227661,7.615233,333.825073,969.16687,190.480576
0.683,185.588837,1416.633423,144.562637,315.869049,1136.658325,7.012931,336.243896,976.335754,195.398544
0.692,185.549896,1416.962402,144.355118,318.084961,1138.074707,6.731804,338.744263,983.884583,200.477722
0.7,185.468994,1417.271484,144.174316,320.32019,1139.508301,6.563512,341.648468,991.955688,205.8452
0.708,185.373871,1417.613647,143.926453,322.762207,1140.831543,6.773176,344.556519,1000.545593,211.68074
0.717,185.234909,1418.008057,143.588806,325.175934,1142.221069,7.446802,347.882446,1009.827759,217.67099
0.725,185.048996,1418.530396,143.190002,327.884064,1143.570557,8.272985,350.804199,1019.502869,223.964813
0.733,184.764862,1419.025024,142.834076,330.768585,1145.006836,9.535873,354.101746,1029.93103,230.38475
0.742,184.429581,1419.53833,142.439865,333.85907,1146.335815,11.288619,357.094452,1040.690063,236.974045
0.75,184.013138,1420.073364,141.926086,336.962769,1147.891846,13.253129,360.257324,1051.958496,243.599213
0.758,183.553329,1420.70813,141.374741,340.243317,1149.50769,15.771694,363.238403,1063.919922,250.386322
0.767,183.075409,1421.475708,140.675949,343.669617,1151.148193,18.706329,366.357971,1076.119629,257.044647
0.775,182.718964,1422.360474,139.937698,347.265045,1152.89502,22.080736,369.624298,1088.817017,263.804291
0.783,182.221588,1423.223755,139.179565,350.954132,1154.805054,25.798203,372.530243,1101.773804,270.308044
0.792,181.513519,1424.217407,138.349411,354.935333,1157.021362,30.040653,375.683777,1115.074707,276.828552
0.8,180.920715,1425.395996,137.354874,358.775482,1159.380615,34.527382,378.834778,1128.787354,283.19632
0.808,180.280167,1426.497192,136.35939,362.836243,1162.128662,39.411808,382.036499,1142.738403,289.57724
0.817,179.477966,1427.715332,135.347794,367.113953,1165.087402,44.914444,385.052246,1156.905029,295.734985
0.825,178.567764,1429.005371,134.215347,371.621246,1168.477905,50.691597,388.119904,1171.297974,301.784607
0.833,177.752197,1430.154419,133.099777,376.001556,1172.153809,56.726162,391.238953,1185.732178,307.523285
0.842,176.878662,1431.493774,131.931168,380.634491,1176.373657,63.063591,394.36438,1200.500366,313.078522
0.85,175.889816,1432.859497,130.712387,385.354797,1181.174194,69.578056,397.291748,1215.240234,318.620514
0.858,174.914398,1434.199463,129.374771,390.185028,1186.231689,76.39856,400.333801,1230.220459,323.827148
0.867,173.830978,1435.634644,128.14122,394.66571,1192.085205,83.280289,403.153748,1245.287354,328.921509
0.875,172.698303,1437.033081,126.831993,399.198639,1198.28479,90.459167,405.889374,1260.296997,333.89975
0.883,171.606064,1438.644653,125.4683,403.387695,1204.921021,97.74926,408.414948,1275.137817,338.588501
0.892,170.337189,1440.062866,124.20105,407.527222,1212.14978,104.843864,410.915863,1290.165405,343.170807
0.9,169.215271,1441.695435,122.830444,411.512909,1219.740234,111.727066,413.349426,1304.965698,347.662567
0.908,167.815277,1443.13855,121.574173,414.924591,1227.704346,118.708054,415.398499,1319.397339,351.991608
0.917,166.565094,1444.726196,120.245041,418.067352,1236.008301,125.171646,417.289093,1333.93689,356.183807
0.925,165.049057,1446.144287,118.969917,420.867889,1244.675049,131.732742,419.033173,1348.140137,360.255554
0.933,163.655548,1447.706787,117.70623,423.250244,1253.551025,138.261734,420.635925,1362.065674,364.49295
0.942,162.033554,1449.164795,116.484497,425.250549,1262.808228,144.195862,422.128723,1376.066284,368.272644
0.95,160.467529,1450.666016,115.30645,426.826599,1272.17627,150.143234,423.468872,1389.986694,372.110107
0.958,158.719147,1452.103638,114.068527,427.829926,1281.931519,156.56694,424.503204,1403.646973,375.839142
0.967,156.891739,1453.603882,113.061462,428.442505,1291.773438,162.163132,425.312683,1417.151489,379.387421
0.975,154.950912,1455.050049,111.815269,428.780334,1301.712036,167.467468,425.797546,1430.45874,382.802917
0.983,152.892044,1456.442627,110.817406,428.706451,1311.698242,172.436844,426.059296,1443.533081,386.103333
0.992,150.630203,1457.766113,109.778725,428.183899,1321.600952,177.145401,426.113678,1456.207642,389.361603
1,148.44751,1459.072876,108.698441,427.349274,1331.546509,181.729965,425.994965,1468.6073,392.581635
1.008,146.15979,1460.2323,107.714806,426.133514,1341.467529,185.986298,425.673309,1480.713745,395.617889
1.017,143.800873,1461.443604,106.85968,424.585144,1351.25769,190.077744,424.964844,1492.638184,398.374786
1.025,141.371246,1462.415894,106.057983,422.655701,1360.961914,193.885376,424.121948,1504.428101,400.967407
1.033,138.937027,1463.287231,105.19062,420.578644,1370.575806,197.419312,423.09613,1516.060303,403.2612
1.042,136.457047,1464.260376,104.337097,418.201538,1380.042969,200.897156,421.835724,1527.49353,405.290192
1.05,133.907227,1464.976318,103.612801,415.408386,1389.421265,203.948944,420.251556,1538.709473,407.217499
1.058,131.430954,1465.681641,102.963654,412.541534,1398.538574,206.814697,418.542664,1549.751465,408.743774
1.067,129.00325,1466.273804,102.299713,409.420044,1407.467285,209.441071,416.531525,1560.335083,410.258911
1.075,126.56675,1466.828857,101.651588,406.047455,1416.212524,211.878418,414.359955,1570.509399,411.556702
1.083,124.14698,1467.369141,101.032288,402.559021,1424.616333,214.100418,412.029846,1580.342529,412.911346
1.092,121.810089,1467.845703,100.529007,398.77536,1432.747559,216.232132,409.590546,1589.734009,414.107086
1.1,119.635101,1468.295166,99.887115,394.920685,1440.524536,218.232132,406.945007,1598.723755,415.195282
1.108,117.481186,1468.716553,99.251724,390.855835,1447.963501,220.170364,404.045502,1607.46582,416.18576
1.117,115.335625,1469.117432,98.661316,386.701355,1455.122314,221.955582,401.140076,1616.014404,416.958527
1.125,113.507599,1469.499146,98.063278,382.429962,1461.96814,223.673935,398.07666,1624.180176,417.499573
1.133,111.553337,1469.796753,97.474113,378.167297,1468.493408,225.244995,394.865784,1632.12915,417.929169
1.142,109.761192,1470.188965,96.819771,373.731873,1474.604248,226.893967,391.407349,1639.932739,418.107788
1.15,107.970612,1470.506714,96.182411,369.337372,1480.407593,228.337982,387.913574,1647.331787,418.148773
1.158,106.47937,1470.866089,95.555649,364.834167,1485.828979,229.677933,384.147919,1654.563477,418.062592
1.167,104.832123,1471.192017,94.832672,360.346802,1491.039673,230.982742,380.269623,1661.452271,417.838623
1.175,103.57193,1471.469116,94.268372,356.697754,1495.844849,232.210602,376.239594,1667.953247,417.672638
1.183,102.043274,1471.727905,93.530937,351.999329,1500.472168,233.440948,371.993683,1674.028931,417.490356
1.192,100.852951,1471.938232,92.911659,347.468628,1504.845825,234.546555,367.738159,1679.795166,417.352142
1.2,99.587364,1472.216553,92.133957,342.575928,1508.934937,235.78154,363.46402,1685.201538,417.193939
1.208,98.323463,1472.382446,91.40538,337.968933,1512.91626,236.939865,359.370941,1690.171387,417.216095
1.217,97.305008,1472.549561,90.738808,333.391174,1516.559204,238.076492,355.128021,1694.907349,417.22287
1.225,96.082489,1472.64978,89.910011,328.98233,1519.994141,239.19458,350.566589,1699.147705,417.326019
1.233,95.030312,1472.785645,89.355347,324.458801,1523.296021,240.122009,346.06015,1703.183228,417.372559
1.242,93.981247,1472.876953,88.489716,320.190155,1526.329102,241.15097,341.406891,1707.10022,417.443634
1.25,93.102921,1473.057251,87.868637,316.100037,1529.180054,242.130371,336.903931,1710.610962,417.504761
1.258,92.180298,1473.239014,87.240067,311.935425,1531.745972,243.104599,332.205261,1714.05896,417.595612
1.267,91.296089,1473.419922,86.555519,307.920746,1534.181519,244.020599,327.961304,1717.298218,417.864349
