1.23,,,,,,,,,
,,,,,,,,,
Type,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker
Name,Sammy:LShoulderTop,Sammy:LShoulderTop,Sammy:LShoulderTop,Sammy:LElbowOut,Sammy:LElbowOut,Sammy:LElbowOut,Sammy:LWristOut,Sammy:LWristOut,Sammy:LWristOut
ID,10,10,10,12,12,12,15,15,15
,Position,Position,Position,Position,Position,Position,Position,Position,Position
Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z
0.975,19.626659,1436.291382,166.403061,-179.749237,1298.622681,316.307648,-436.235748,1309.503174,319.446625
0.983,18.20293,1436.530518,165.880417,-180.991165,1299.444458,316.464233,-437.468231,1310.124268,319.21579
0.992,16.979595,1436.748413,165.483307,-182.353638,1300.106812,316.367554,-438.595825,1310.81604,319.387146
1,16.122255,1436.830078,165.032181,-183.237122,1300.576782,316.306946,-439.517181,1311.249512,319.138489
1.008,15.382429,1436.920166,164.70607,-183.919037,1300.945312,316.242401,-440.165344,1311.658325,319.085907
1.017,14.701456,1437.051025,164.474884,-184.470947,1301.198242,316.068512,-440.626801,1312.098633,319.250519
1.025,14.434189,1437.150757,164.287964,-184.785065,1301.330933,315.819946,-440.816681,1312.320435,319.226654
1.033,14.434162,1437.26123,164.09613,-184.800674,1301.302368,315.544342,-440.754242,1312.3927,319.091309
1.042,14.733096,1437.339844,164.026199,-184.511948,1301.084595,315.20575,-440.393036,1312.171631,318.648865
1.05,15.328311,1437.456787,163.985062,-183.91861,1300.713013,314.796692,-439.848877,1312.019165,318.758392
1.058,16.210899,1437.59082,164.135834,-183.191071,1300.303589,314.40152,-439.004639,1311.619507,318.613373
1.067,17.152515,1437.675903,164.190781,-182.0233,1299.688477,313.993866,-437.867645,1310.965698,318.453583
1.075,18.374043,1437.609253,164.399734,-180.633026,1299.040649,313.631256,-436.644379,1310.204224,318.077606
1.083,19.95899,1437.595703,164.655182,-179.06221,1298.341187,313.237213,-435.17627,1309.428589,317.705078
1.092,21.555037,1437.373779,164.915009,-177.19696,1297.63562,313.04187,-433.721252,1308.700195,317.397491
1.1,23.503078,1437.155029,165.25563,-175.289261,1296.913452,312.935242,-432.009583,1307.96814,316.913879
1.108,25.688259,1436.861816,165.648666,-173.278717,1296.203979,312.945374,-430.246094,1307.287476,316.345734
1.117,27.688877,1436.360107,166.102051,-171.110321,1295.512573,312.92749,-428.135925,1306.648193,315.792999
1.125,30.266783,1435.851196,166.492065,-168.856537,1294.802002,313.090302,-426.040649,1305.996704,315.229889
1.133,32.849693,1435.139282,166.89949,-166.527939,1294.038452,313.338074,-423.872253,1305.311401,314.610687
1.142,35.565105,1434.377319,167.380814,-164.085663,1293.158447,313.474274,-421.400513,1304.43811,314.146057
1.15,38.432167,1433.540161,167.817856,-161.447296,1292.293823,313.669769,-418.79895,1303.534058,313.645721
1.158,41.415813,1432.605591,168.208633,-158.767731,1291.268555,313.86377,-416.173401,1302.571533,313.224976
1.167,44.408962,1431.44397,168.715027,-156.016235,1290.148438,314.160889,-413.471466,1301.549805,312.826416
1.175,47.51226,1430.210938,169.114456,-153.122559,1288.820312,314.189697,-410.66626,1300.413208,312.419525
1.183,50.803703,1428.841919,169.468735,-150.153275,1287.451782,314.377869,-407.743011,1299.178589,311.981445
1.192,54.116295,1427.50647,169.909454,-147.114548,1285.920166,314.4534,-404.7854,1297.878052,311.542603
1.2,57.473595,1425.963257,170.310104,-143.941513,1284.407104,314.616669,-401.796387,1296.682251,311.07608
1.208,60.93922,1424.484619,170.612503,-140.764221,1282.852417,314.690094,-398.745575,1295.366333,310.581299
1.217,64.396454,1422.826904,170.957809,-137.537354,1281.14917,314.840912,-395.665741,1294.161865,309.983337
1.225,67.944328,1421.228271,171.230637,-134.169769,1279.47522,315.057373,-392.59433,1292.972412,309.420929
1.233,71.592834,1419.597046,171.545105,-130.860809,1277.721802,315.170166,-389.439392,1291.753296,308.736023
1.242,75.233292,1417.843872,171.859619,-127.632904,1275.982788,315.472076,-386.34317,1290.53125,308.021515
1.25,78.802597,1416.366699,172.094849,-124.32299,1274.183105,315.793488,-383.219452,1289.221558,307.225616
1.258,82.32795,1414.863647,172.366364,-121.077187,1272.534912,316.249817,-380.175903,1287.96936,306.438354
1.267,85.591148,1413.203735,172.705444,-117.81234,1270.948608,316.865295,-377.352875,1286.803711,305.476257
1.275,88.645348,1411.720581,173.044586,-114.674797,1269.360107,317.675385,-374.597473,1285.710815,304.355804
1.283,91.371384,1410.206421,173.40863,-111.643967,1267.954956,318.748566,-371.993164,1284.768066,303.094452
1.292,93.822426,1408.900391,173.678833,-108.865303,1266.633301,320.099426,-369.541595,1283.922363,301.583771
1.3,96.023941,1407.722412,173.887833,-106.234123,1265.597168,321.858368,-367.223633,1283.237061,299.679413
1.308,97.629341,1406.817139,173.962433,-104.018593,1264.825562,323.925018,-365.074615,1282.669067,297.368561
1.317,99.120605,1405.794067,174.01091,-101.845367,1264.561523,326.467285,-362.891693,1282.228027,294.813416
1.325,100.063072,1405.286255,173.91391,-100.007568,1264.590576,329.254425,-360.876221,1281.856079,292.200867
1.333,100.878143,1404.991211,173.72966,-98.325806,1265.095337,332.351074,-358.603394,1281.519165,289.433624
1.342,101.256111,1404.921387,173.493713,-96.806534,1266.140625,335.785156,-356.383698,1281.422607,286.299957
1.35,101.333664,1405.06311,173.151917,-95.560745,1267.685547,339.526947,-354.047729,1281.291748,283.175659
1.358,101.077728,1405.499146,172.705414,-94.385864,1269.681519,343.251617,-351.512787,1281.536865,279.918243
1.367,100.606102,1406.271851,172.187561,-93.493942,1272.266479,347.148071,-349.091522,1281.844482,276.423737
1.375,99.93644,1407.054932,171.69162,-92.74543,1275.201904,351.000824,-346.387268,1282.217529,272.686859
1.383,99.04039,1408.011475,171.306595,-92.239227,1278.600952,354.93515,-343.390717,1282.826416,268.863464
1.392,97.727669,1409.407593,170.855804,-91.889313,1282.483398,358.791992,-340.369812,1283.780151,264.805817
1.4,96.515518,1410.706909,170.508774,-91.762161,1286.615723,362.571442,-337.163239,1285.000854,260.667633
1.408,94.792763,1412.202637,170.14975,-91.864265,1290.966919,366.131378,-333.864685,1286.583984,256.463562
1.417,93.172287,1413.979858,169.879425,-92.065163,1295.499756,369.560333,-330.410522,1288.5177,252.309555
1.425,91.307968,1415.483154,169.496124,-92.537666,1300.054932,372.80603,-326.958313,1290.747559,248.040131
1.433,89.172951,1417.357788,169.176804,-93.30307,1304.573975,375.702148,-323.604462,1293.124634,243.813263
1.442,87.073761,1419.034302,168.856262,-94.162148,1308.867188,378.249207,-320.208405,1295.657593,239.677689
1.45,84.633377,1420.901611,168.495987,-95.19664,1312.884644,380.551575,-316.902374,1298.380249,235.78389
1.458,82.283501,1422.581665,168.05661,-96.482437,1316.619995,382.584198,-313.760437,1301.241089,232.149399
1.467,79.851257,1424.378174,167.535248,-97.949249,1319.952759,384.281921,-310.816498,1304.140015,228.476059
1.475,77.171593,1426.009155,167.125381,-99.662216,1322.897339,385.770264,-308.244263,1307.250488,225.115509
1.483,74.490814,1427.75647,166.57132,-101.432518,1325.291626,387.065399,-306.035645,1310.146362,221.722
1.492,71.712326,1429.224854,165.978027,-103.301552,1327.202759,388.011078,-303.972473,1313.013672,218.422272
1.5,68.6605,1430.571045,165.582596,-105.453957,1328.512451,388.732452,-302.244659,1315.588379,215.144928
1.508,65.779129,1432.087891,165.14888,-107.660767,1329.451416,389.263489,-300.686096,1317.895142,211.863983
1.517,62.827915,1433.164307,164.693466,-110.09095,1329.821533,389.573547,-299.034241,1319.654785,208.438522
1.525,59.847679,1434.261108,164.436829,-112.610191,1329.671997,389.509216,-297.848053,1321.274414,205.073914
1.533,56.895168,1435.166626,164.300079,-115.29425,1328.930054,389.229919,-297.005341,1322.799683,201.605331
1.542,54.039902,1435.994263,164.215988,-118.139961,1327.722168,388.656738,-296.154419,1323.893188,197.989075
1.55,51.215569,1436.724365,164.198746,-121.156967,1326.026123,387.799561,-295.28186,1325.113647,194.097595
1.558,48.616493,1437.18396,164.226898,-124.201523,1323.829956,386.532898,-294.657318,1326.629883,190.1073
1.567,46.321236,1437.493042,164.393524,-127.469391,1321.231079,385.058807,-294.56543,1328.286133,186.325516
1.575,43.939716,1437.826172,164.567947,-130.762543,1318.165894,383.161316,-294.792297,1330.325684,182.565262
1.583,41.617107,1438.221069,164.734207,-133.993469,1314.647949,380.922546,-295.664276,1332.838867,178.699936
1.592,39.776146,1438.401123,164.986862,-137.334442,1310.743286,378.119781,-297.038544,1335.55542,175.45546
1.6,37.987942,1438.605835,165.12944,-140.526108,1306.504272,374.825592,-299.121216,1337.909424,172.103836
1.608,36.65062,1438.648804,165.348648,-143.765762,1302.072021,371.172272,-301.930023,1340.772095,169.244827
1.617,35.57159,1438.720581,165.493317,-146.760162,1297.506104,366.869598,-305.368896,1343.781372,166.417542
1.625,34.430305,1438.620728,165.707184,-149.662186,1292.958252,362.23941,-309.112091,1346.762329,164.020126
1.633,33.673264,1438.547485,165.92453,-152.432632,1288.483032,357.203888,-313.234344,1349.241333,161.445877
1.642,33.066662,1438.451904,166.134491,-155.074295,1284.228149,351.889862,-317.534546,1351.410034,159.199677
1.65,32.626465,1438.348267,166.37262,-157.534546,1280.125122,346.341492,-322.201263,1353.349365,157.351532
1.658,32.279919,1438.269287,166.5896,-159.811768,1276.222534,340.595337,-327.141693,1355.499023,155.494751
