Time,Bone_Marker_Sammy:HeadTop_D_Position_X,Bone_Marker_Sammy:HeadTop_D_Position_Y,Bone_Marker_Sammy:HeadTop_D_Position_Z,Bone_Marker_Sammy:HeadFront_E_Position_X,Bone_Marker_Sammy:HeadFront_E_Position_Y,Bone_Marker_Sammy:HeadFront_E_Position_Z,Bone_Marker_Sammy:HeadSide_F_Position_X,Bone_Marker_Sammy:HeadSide_F_Position_Y,Bone_Marker_Sammy:HeadSide_F_Position_Z,Bone_Marker_Sammy:BackTop_9_Position_X,Bone_Marker_Sammy:BackTop_9_Position_Y,Bone_Marker_Sammy:BackTop_9_Position_Z,Bone_Marker_Sammy:BackLeft_A_Position_X,Bone_Marker_Sammy:BackLeft_A_Position_Y,Bone_Marker_Sammy:BackLeft_A_Position_Z,Bone_Marker_Sammy:BackRight_B_Position_X,Bone_Marker_Sammy:BackRight_B_Position_Y,Bone_Marker_Sammy:BackRight_B_Position_Z,Bone_Marker_Sammy:Chest_C_Position_X,Bone_Marker_Sammy:Chest_C_Position_Y,Bone_Marker_Sammy:Chest_C_Position_Z,Bone_Marker_Sammy:LShoulderBack_11_Position_X,Bone_Marker_Sammy:LShoulderBack_11_Position_Y,Bone_Marker_Sammy:LShoulderBack_11_Position_Z,Bone_Marker_Sammy:LShoulderTop_10_Position_X,Bone_Marker_Sammy:LShoulderTop_10_Position_Y,Bone_Marker_Sammy:LShoulderTop_10_Position_Z,Bone_Marker_Sammy:LUArmHigh_13_Position_X,Bone_Marker_Sammy:LUArmHigh_13_Position_Y,Bone_Marker_Sammy:LUArmHigh_13_Position_Z,Bone_Marker_Sammy:LElbowOut_12_Position_X,Bone_Marker_Sammy:LElbowOut_12_Position_Y,Bone_Marker_Sammy:LElbowOut_12_Position_Z,Bone_Marker_Sammy:LWristOut_15_Position_X,Bone_Marker_Sammy:LWristOut_15_Position_Y,Bone_Marker_Sammy:LWristOut_15_Position_Z,Bone_Marker_Sammy:LWristIn_16_Position_X,Bone_Marker_Sammy:LWristIn_16_Position_Y,Bone_Marker_Sammy:LWristIn_16_Position_Z,Bone_Marker_Sammy:LHandOut_14_Position_X,Bone_Marker_Sammy:LHandOut_14_Position_Y,Bone_Marker_Sammy:LHandOut_14_Position_Z,Bone_Marker_Sammy:RShoulderBack_18_Position_X,Bone_Marker_Sammy:RShoulderBack_18_Position_Y,Bone_Marker_Sammy:RShoulderBack_18_Position_Z,Bone_Marker_Sammy:RShoulderTop_17_Position_X,Bone_Marker_Sammy:RShoulderTop_17_Position_Y,Bone_Marker_Sammy:RShoulderTop_17_Position_Z,Bone_Marker_Sammy:RUArmHigh_1A_Position_X,Bone_Marker_Sammy:RUArmHigh_1A_Position_Y,Bone_Marker_Sammy:RUArmHigh_1A_Position_Z,Bone_Marker_Sammy:RElbowOut_19_Position_X,Bone_Marker_Sammy:RElbowOut_19_Position_Y,Bone_Marker_Sammy:RElbowOut_19_Position_Z,Bone_Marker_Sammy:RWristOut_1C_Position_X,Bone_Marker_Sammy:RWristOut_1C_Position_Y,Bone_Marker_Sammy:RWristOut_1C_Position_Z,Bone_Marker_Sammy:RWristIn_1D_Position_X,Bone_Marker_Sammy:RWristIn_1D_Position_Y,Bone_Marker_Sammy:RWristIn_1D_Position_Z,Bone_Marker_Sammy:RHandOut_1B_Position_X,Bone_Marker_Sammy:RHandOut_1B_Position_Y,Bone_Marker_Sammy:RHandOut_1B_Position_Z,Bone_Marker_Sammy:WaistLFront_5_Position_X,Bone_Marker_Sammy:WaistLFront_5_Position_Y,Bone_Marker_Sammy:WaistLFront_5_Position_Z,Bone_Marker_Sammy:WaistLBack_7_Position_X,Bone_Marker_Sammy:WaistLBack_7_Position_Y,Bone_Marker_Sammy:WaistLBack_7_Position_Z,Bone_Marker_Sammy:WaistRBack_8_Position_X,Bone_Marker_Sammy:WaistRBack_8_Position_Y,Bone_Marker_Sammy:WaistRBack_8_Position_Z,Bone_Marker_Sammy:WaistRFront_6_Position_X,Bone_Marker_Sammy:WaistRFront_6_Position_Y,Bone_Marker_Sammy:WaistRFront_6_Position_Z
0.0,43.497562,1695.125488,-53.660244,51.268429,1643.99585,42.505375,-38.35202,1627.136597,-38.083427,49.344383,1432.640381,-182.670288,108.131599,1255.285522,-234.719574,0.590862,1251.838989,-239.939972,13.941099,1306.691162,38.787102,196.587158,1336.490845,-206.975098,223.415878,1412.865601,-51.695354,287.665436,1203.217651,-152.551178,324.510223,1093.543945,-129.696915,235.555099,954.268921,68.241783,231.70285,1035.13208,120.752365,214.673035,915.635071,138.625351,-75.309563,1331.077515,-216.465927,-128.029404,1409.994629,-63.263805,-209.341797,1231.663574,-138.144302,-217.334106,1081.729004,-119.507378,-97.072762,913.323486,134.254272,-113.572525,1033.443848,114.157242,,,,181.4142,1062.161499,9.864758,193.789917,1080.772461,-189.096191,-78.350288,1089.137817,-205.854507,-88.209946,1080.58313,11.684158
0.008,43.473663,1695.126831,-53.773483,51.233353,1644.014771,42.410942,-38.366035,1627.142212,-38.207939,49.388168,1432.629028,-182.740234,108.181435,1255.275513,-234.758881,0.659106,1251.828247,-240.012817,13.947037,1306.7052,38.679058,196.637741,1336.474121,-207.005646,223.415115,1412.876587,-51.731869,287.724762,1203.202271,-152.550583,324.559784,1093.545776,-129.660355,235.583679,954.258789,68.264091,231.679657,1035.143921,120.777428,214.664688,915.633606,138.620834,-75.253708,1331.055176,-216.58963,-128.015396,1409.979736,-63.402229,-209.229218,1231.66394,-138.467163,-217.277939,1081.711548,-119.642143,-97.116852,913.338135,134.156616,-113.56942,1033.43457,114.066605,,,,181.438126,1062.203613,9.854434,193.832077,1080.773193,-189.118637,-78.300133,1089.133057,-205.940948,-88.241463,1080.622559,11.643808
0.017,43.454674,1695.133179,-53.88905,51.086823,1644.004883,42.25214,-38.374825,1627.134155,-38.327576,49.434982,1432.622314,-182.819366,108.254097,1255.275146,-234.808548,0.719941,1251.815552,-240.084305,13.928197,1306.702393,38.568424,196.697464,1336.46875,-207.0215,223.427582,1412.885986,-51.779831,287.774811,1203.202759,-152.53595,324.603699,1093.554199,-129.625,235.597397,954.250977,68.263939,231.6548,1035.134277,120.791428,214.631378,915.612732,138.627701,-75.204567,1331.036011,-216.689758,-128.005157,1409.974487,-63.555428,-209.241653,1231.62085,-138.48703,-217.227722,1081.690063,-119.780075,-97.116135,913.326355,134.058731,-113.589912,1033.431274,113.96801,,,,181.458572,1062.200317,9.843889,193.91835,1080.751343,-189.137146,-78.247482,1089.119385,-206.022415,-88.244232,1080.652466,11.56791
0.025,43.456993,1695.137939,-54.009304,51.05378,1644.033691,42.1492,-38.394291,1627.135376,-38.512802,49.476166,1432.610107,-182.893646,108.308151,1255.265259,-234.860413,0.826562,1251.833618,-240.210617,13.916456,1306.705444,38.474155,196.754303,1336.468262,-207.049118,223.433762,1412.886597,-51.816769,287.803955,1203.20459,-152.528885,324.644257,1093.559204,-129.583511,235.578522,954.253052,68.274048,231.64061,1035.138306,120.806206,214.594727,915.591064,138.625366,-75.143486,1331.016846,-216.775955,-127.986816,1409.966064,-63.693741,-209.180435,1231.589478,-138.65419,-217.193573,1081.667358,-119.906586,-97.076256,913.370728,133.932404,-113.63839,1033.413086,113.864014,,,,181.409393,1062.173218,9.816717,193.961884,1080.75061,-189.16156,-78.20546,1089.111328,-206.095306,-88.258415,1080.681641,11.484788
0.033,43.451195,1695.148315,-54.107117,51.051277,1644.078979,42.056328,-38.375259,1627.148804,-38.592552,49.551983,1432.604614,-182.972641,108.38205,1255.272339,-234.898834,0.899519,1251.827515,-240.284607,13.914684,1306.709717,38.387402,196.834595,1336.450806,-207.044907,223.438232,1412.900635,-51.835873,287.840363,1203.193481,-152.522736,324.688202,1093.585938,-129.58049,235.591324,954.259033,68.280464,231.62619,1035.142456,120.813438,214.597107,915.619507,138.62146,-75.079002,1331.001099,-216.860886,-127.970505,1409.958618,-63.817204,-209.109406,1231.58728,-138.888885,-217.148605,1081.640747,-120.045189,-97.104858,913.407715,133.823822,-113.689278,1033.432373,113.793297,,,,181.420227,1062.18689,9.810089,194.045944,1080.755493,-189.179855,-78.155457,1089.101196,-206.150772,-88.233368,1080.705688,11.394028
0.042,43.455589,1695.152588,-54.215546,51.040024,1644.101074,41.976048,-38.38818,1627.165283,-38.677284,49.591419,1432.599365,-183.030792,108.445717,1255.265015,-234.936188,0.982393,1251.815063,-240.34877,13.907114,1306.709229,38.3083,196.887863,1336.457642,-207.062988,223.43837,1412.891968,-51.844238,287.880402,1203.193604,-152.517151,324.716431,1093.580322,-129.55304,235.576859,954.263184,68.288895,231.591644,1035.163208,120.818123,214.562668,915.608582,138.615982,-75.008934,1330.983643,-216.972153,-127.977211,1409.923706,-64.005569,-209.018066,1231.523315,-139.053085,-217.098373,1081.629395,-120.214668,-97.153183,913.413452,133.745956,-113.710091,1033.415649,113.713585,,,,181.421158,1062.180664,9.800158,194.09024,1080.755371,-189.193161,-78.072174,1089.043091,-206.228821,-88.246155,1080.725708,11.331472
0.05,43.414558,1695.146851,-54.357712,51.050819,1644.122559,41.898243,-38.379368,1627.170776,-38.769989,49.625378,1432.594238,-183.071457,108.511948,1255.264404,-234.975922,1.066509,1251.81665,-240.414093,13.899628,1306.701416,38.226055,196.927078,1336.455688,-207.079819,223.453094,1412.88916,-51.863209,287.904877,1203.189453,-152.506363,324.743256,1093.572998,-129.536957,235.570251,954.257507,68.287048,231.526138,1035.147827,120.793541,214.537827,915.626221,138.611542,-74.953865,1330.983032,-217.078796,-127.959625,1409.904541,-64.12178,-208.9646,1231.438477,-139.053665,-217.031143,1081.614624,-120.344337,-97.176788,913.397217,133.655365,-113.738525,1033.376465,113.614441,,,,181.390091,1062.168091,9.777623,194.127853,1080.743896,-189.207443,-78.031181,1089.027588,-206.279755,-88.214668,1080.713867,11.202357
0.058,43.414299,1695.147339,-54.47422,51.040016,1644.139893,41.795036,-38.374344,1627.167603,-38.822376,49.669956,1432.595581,-183.115372,108.575294,1255.275024,-235.011368,1.136866,1251.798462,-240.476929,13.894267,1306.695435,38.159763,196.980469,1336.460327,-207.10199,223.456421,1412.884277,-51.867424,287.944641,1203.195068,-152.509033,324.748291,1093.616699,-129.530777,235.565613,954.265991,68.280052,231.496185,1035.154541,120.787689,214.492279,915.623169,138.594055,-74.893158,1330.967773,-217.168625,-127.951859,1409.881592,-64.226067,-208.958191,1231.388916,-139.097351,-216.96376,1081.589844,-120.500893,-97.245049,913.421753,133.557098,-113.770103,1033.36438,113.537445,,,,181.418671,1062.169312,9.763069,194.200974,1080.720947,-189.217834,-77.969406,1089.019653,-206.343979,-88.218231,1080.712891,11.114746
0.067,43.418514,1695.133667,-54.557735,51.036877,1644.157837,41.725842,-38.374996,1627.156006,-38.853535,49.720913,1432.607056,-183.148254,108.635834,1255.28064,-235.040604,1.200081,1251.805542,-240.53302,13.872602,1306.674072,38.113728,197.030441,1336.46228,-207.117752,223.4552,1412.882446,-51.862247,287.969635,1203.202026,-152.51355,324.777008,1093.618164,-129.516708,235.549667,954.281189,68.277237,231.442368,1035.167236,120.761406,214.459793,915.620056,138.609467,-74.789047,1330.996216,-217.348145,-127.928986,1409.851562,-64.318604,-208.889099,1231.368408,-139.241211,-216.91217,1081.575073,-120.62632,-97.283455,913.415283,133.48439,-113.781822,1033.332275,113.458328,,,,181.391739,1062.150391,9.755005,194.24556,1080.731812,-189.231339,-77.911095,1089.01416,-206.398514,-88.151924,1080.658447,10.896571
0.075,43.425014,1695.121338,-54.656185,51.033409,1644.139648,41.583599,-38.358421,1627.156006,-38.907894,49.775009,1432.599243,-183.19957,108.688515,1255.281982,-235.066849,1.264351,1251.807007,-240.568863,13.825143,1306.662109,38.081917,197.078354,1336.463379,-207.120712,223.467636,1412.869629,-51.835922,288.013275,1203.206665,-152.50354,324.801971,1093.61145,-129.503387,235.540848,954.291443,68.266922,231.377655,1035.171265,120.741348,214.445831,915.63739,138.601669,-74.746162,1330.992676,-217.436752,-127.926689,1409.833984,-64.395622,-208.804321,1231.366211,-139.459778,-216.866577,1081.55542,-120.7509,-97.328041,913.435608,133.398376,-113.802299,1033.299683,113.379608,,,,181.389053,1062.151978,9.747237,194.28772,1080.723389,-189.237091,-77.863235,1089.011475,-206.454041,-88.122231,1080.618408,10.787289
